AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0,41.33,30.77,0,46.67,30.77,0,0,50,0,41.67,27.27,100,37.5,33.33,0,60.52,56.21,0,45.65,28.10,48.5
25-29,0,54.9,45.45,0,23.08,33.33,0,0,0,0,64.29,16.67,0,40,50,0,63.37,56.12,0,47.66,27.32,49.91
30-34,100,68.89,45.45,0,50,50,0,100,0,0,54.55,14.29,0,50,66.67,0,69.91,66.48,0,59.3,35.42,60.42
35-39,0,70.83,57.78,0,0,75,0,0,50,0,42.86,25,0,50,57.14,200,76.41,74.35,100,69.43,43.52,68.74
40-44,0,76.47,39.47,0,33.33,100,0,100,0,0,60,50,0,85.71,87.5,100,76.22,77.85,0,69.49,55.56,71.78
45-49,100,72.34,40.54,0,50,50,0,0,0,0,33.33,66.67,0,60,71.43,0,79.03,79.23,0,68.75,57.86,73.41
50-54,0,69.05,47.37,0,100,0,0,50,0,0,100,50,0,72.73,81.82,100,83.9,79.58,0,71.95,58.52,75.54
55-59,0,64.86,58.14,0,50,33.33,0,0,0,0,42.86,75,0,69.23,44.44,0,83.57,79.97,0,76.09,60.77,76.61
60-64,0,58.62,48.48,0,50,100,0,33.33,0,0,60,100,0,87.5,33.33,100,84.52,85.66,0,77.85,66.67,80.03
65-OVER,0,60.29,64.62,0,100,83.33,0,0,66.67,0,88.89,44.44,0,78.57,73.68,0,80.62,85.62,0,75.05,72.10,80.07
TOTAL,66.67,61.97,47.07,0,46.15,47.62,0,30.77,38.46,0,59.52,40.23,100.0,66.27,65.43,125.0,77.29,76.78,33.33,66.08,51.69,70.23
