PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BT,66.96,71.93,100.0,69.53
CO,46.03,57.83,100.0,53.08
FI,51.86,61.01,50.0,57.13
FS,59.65,65.67,100.0,63.02
HC,60.81,68.48,100.0,64.93
HI,62.84,69.32,80.0,66.37
LA,56.59,66.01,0.0,61.58
LO,68.19,74.92,40.0,71.66
MA,59.75,66.77,0.0,63.46
MI,49.22,62.69,100.0,56.79
OT,45.62,57.16,80.0,52.63
RO,57.84,66.67,80.0,62.77
SA,56.2,64.5,50.0,60.8
SH,58.4,62.87,66.67,60.83
SM,60.9,71.01,0.0,66.34
SP,65.6,74.25,150.0,70.38
ST,66.55,71.59,66.67,69.24
TOTAL,57.62,65.64,73.81,62.08
