-,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
25-29,11.0,521.0,474.0,0.0,192.0,117.0,0.0,11.0,4.0,1.0,276.0,218.0,0.0,95.0,95.0,7.0,2962.0,2489.0,3.0,4279.0,3379.0,15134.0
30-34,3.0,476.0,442.0,0.0,138.0,97.0,0.0,10.0,7.0,0.0,289.0,222.0,1.0,110.0,85.0,3.0,3005.0,2480.0,3.0,3963.0,2635.0,13969.0
35-39,5.0,397.0,383.0,1.0,113.0,76.0,0.0,5.0,6.0,0.0,229.0,184.0,0.0,106.0,69.0,1.0,2685.0,2288.0,2.0,3601.0,2442.0,12593.0
40-44,4.0,303.0,291.0,0.0,87.0,63.0,0.0,7.0,5.0,0.0,183.0,182.0,0.0,117.0,83.0,0.0,2360.0,1887.0,2.0,3167.0,2148.0,10889.0
45-49,3.0,275.0,274.0,0.0,59.0,42.0,0.0,6.0,6.0,0.0,150.0,120.0,1.0,126.0,105.0,3.0,2335.0,2032.0,1.0,2944.0,2166.0,10648.0
50-54,3.0,280.0,277.0,0.0,67.0,43.0,0.0,2.0,3.0,0.0,137.0,136.0,0.0,69.0,72.0,4.0,2548.0,2304.0,2.0,3112.0,2225.0,11284.0
55-59,2.0,237.0,235.0,0.0,46.0,53.0,1.0,4.0,3.0,0.0,128.0,117.0,1.0,102.0,54.0,2.0,2642.0,2332.0,1.0,3075.0,2416.0,11451.0
60-64,2.0,180.0,163.0,0.0,49.0,31.0,0.0,4.0,2.0,1.0,111.0,86.0,0.0,86.0,49.0,2.0,2516.0,2166.0,0.0,2531.0,2067.0,10046.0
65-OVER,14.0,334.0,257.0,1.0,76.0,51.0,0.0,6.0,7.0,0.0,153.0,125.0,0.0,182.0,85.0,2.0,7584.0,5354.0,1.0,5107.0,3183.0,22522.0
TOTAL,47.0,3003.0,2796.0,2.0,827.0,573.0,1.0,55.0,43.0,2.0,1656.0,1390.0,3.0,993.0,697.0,24.0,28637.0,23332.0,15.0,31779.0,22661.0,118536.0
