PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
10,0.00,52.58,16.67,0.00,100.0,61.25,55.56,56.40
2,0.00,60.00,27.78,0.00,40.00,72.95,50.00,63.88
5,40.00,56.72,11.11,0.00,60.00,66.45,51.85,60.01
7,31.58,51.65,28.12,100.0,66.67,69.28,38.18,58.88
8,100.0,66.42,100.0,0.00,100.0,77.33,70.00,74.31
TOTAL,32.26,54.72,21.51,100.0,62.50,69.04,47.92,60.68
