,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,27.57,47.47,,38.26
1,36.65,52.17,,45.09
2,42.49,59.74,,53.02
3,54.02,65.36,,60.32
4,61.14,64.81,,63.13
5,61.38,73.91,,68.39
6,61.54,73.3,,68.01
7,73.68,76.86,,75.38
8,70.03,69.19,,69.55
9,57.07,65.81,,61.94
