AGE GROUP,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
25-29,323.0,0.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,151.0,118.0,0.0,1.0,0.0
30-34,438.0,0.0,26.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,215.0,167.0,0.0,3.0,1.0
35-39,461.0,0.0,24.0,25.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,209.0,195.0,0.0,2.0,0.0
40-44,456.0,0.0,17.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,210.0,199.0,0.0,1.0,0.0
45-49,502.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,252.0,217.0,0.0,0.0,1.0
50-54,624.0,0.0,25.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,318.0,256.0,0.0,1.0,0.0
55-59,721.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,360.0,317.0,0.0,1.0,2.0
60-64,684.0,0.0,23.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,325.0,313.0,0.0,1.0,1.0
65-OVER,1708.0,0.0,40.0,39.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,866.0,751.0,0.0,5.0,2.0
TOTAL,5917.0,0.0,212.0,200.0,1.0,6.0,6.0,0.0,2.0,1.0,0.0,12.0,3.0,0.0,8.0,5.0,0.0,2906.0,2533.0,0.0,15.0,7.0
