PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
HOLLIS HAND,1.00,68.00,69.00,0.00,10.00,11.00,0.00,1.00,0.00,0.00,17.00,15.00,0.00,16.00,10.00,2.00,1719.0,1362.0,0.00,294.0,163.0,3758.0
ADMINISTRATION BLDG,4.00,111.0,99.00,1.00,21.00,14.00,0.00,5.00,3.00,0.00,20.00,22.00,1.00,11.00,9.00,2.00,814.0,646.0,1.00,1631.0,1032.0,4447.0
HAMMETT RD,1.00,98.00,116.0,1.00,23.00,17.00,0.00,0.00,1.00,0.00,23.00,28.00,0.00,25.00,33.00,1.00,1091.0,856.0,0.00,1250.0,805.0,4369.0
GRIGGS CENTER,4.00,50.00,47.00,1.00,11.00,9.00,0.00,2.00,0.00,0.00,2.00,5.00,0.00,2.00,0.00,0.00,96.00,72.00,1.00,1472.0,1088.0,2862.0
WEST POINT,2.00,60.00,45.00,0.00,10.00,11.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,5.00,9.00,0.00,443.0,376.0,2.00,825.0,576.0,2371.0
HOGANSVILLE,2.00,72.00,88.00,0.00,16.00,9.00,0.00,0.00,3.00,0.00,13.00,15.00,0.00,5.00,4.00,0.00,1070.0,889.0,0.00,520.0,365.0,3071.0
EAST VERNON,2.00,60.00,91.00,1.00,4.00,4.00,0.00,1.00,1.00,0.00,10.00,9.00,0.00,4.00,4.00,1.00,1384.0,1244.0,0.00,160.0,127.0,3107.0
ROSEMONT,1.00,68.00,80.00,0.00,9.00,3.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,1.00,7.00,0.00,1528.0,1405.0,0.00,155.0,133.0,3420.0
MOUNTVILLE,0.00,36.00,38.00,0.00,5.00,3.00,0.00,0.00,1.00,0.00,6.00,4.00,0.00,4.00,7.00,1.00,571.0,541.0,0.00,305.0,226.0,1748.0
MCLENDON,1.00,85.00,79.00,0.00,14.00,9.00,0.00,0.00,0.00,0.00,19.00,11.00,0.00,11.00,6.00,2.00,1480.0,1326.0,0.00,238.0,183.0,3464.0
LONG CANE,3.00,66.00,74.00,0.00,11.00,8.00,0.00,0.00,0.00,0.00,9.00,8.00,0.00,8.00,8.00,2.00,1376.0,1186.0,0.00,296.0,225.0,3280.0
GARDNER NEWMAN,0.00,41.00,56.00,1.00,7.00,10.00,0.00,0.00,0.00,0.00,11.00,7.00,0.00,15.00,16.00,0.00,725.0,616.0,0.00,345.0,237.0,2087.0
GRAY HILL,1.00,42.00,52.00,1.00,4.00,3.00,1.00,1.00,0.00,0.00,7.00,6.00,0.00,4.00,4.00,1.00,704.0,641.0,0.00,215.0,182.0,1869.0
HIGHLAND,0.00,32.00,47.00,0.00,5.00,10.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,4.00,12.00,0.00,430.0,370.0,0.00,379.0,290.0,1588.0
NORTHSIDE,1.00,57.00,61.00,0.00,9.00,9.00,0.00,1.00,1.00,0.00,17.00,15.00,0.00,12.00,13.00,1.00,945.0,813.0,0.00,496.0,362.0,2813.0
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
99999,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,4.00,5.00,16.00
TOTAL,23.00,946.0,1043.0,6.00,159.0,130.0,1.00,11.00,10.00,0.00,178.0,167.0,1.00,127.0,142.0,13.00,14379.0,12347.0,4.00,8585.0,5999.0,44271.0
