,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL
0,100.0,36.26,0.0,,0.0,57.65,50.0,46.99
1,,31.43,33.33,,50.0,70.27,0.0,50.67
2,,54.55,,,100.0,68.49,100.0,61.84
3,0.0,57.14,0.0,100.0,0.0,68.66,0.0,60.58
4,100.0,63.64,100.0,,0.0,76.85,100.0,72.38
5,100.0,69.37,,,,79.05,66.67,74.21
6,0.0,68.47,,,,83.78,0.0,75.45
7,,73.87,,,,85.26,80.0,79.15
8,0.0,75.61,,,,79.88,66.67,77.94
9,70.0,62.43,33.33,100.0,33.33,76.37,63.64,69.56
