PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
189,54.50,62.14,0.00,58.97
190,65.89,68.91,0.00,67.53
191,69.65,72.93,0.00,71.43
192,70.52,75.56,0.00,73.09
193,65.76,76.04,0.00,71.02
196,69.63,68.70,0.00,69.14
197,66.02,67.41,0.00,66.73
199,71.31,68.73,0.00,70.00
201,65.44,69.52,100.0,67.61
202,67.96,74.88,0.00,71.39
315,61.60,64.60,0.00,63.13
TOTAL,62.95,67.27,33.33,65.28
