PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
TRINITY,49.06,57.68,43.42,42.86,41.24,57.84,40.61,55.78
NORTHSIDE,45.11,45.47,40.16,41.67,39.32,61.06,33.31,51.83
NAYLOR,0.0,53.82,27.78,100.0,42.86,53.42,25.53,51.78
RAINWATER,51.3,54.78,51.8,41.67,54.55,66.5,45.61,62.52
MILDRED,25.0,49.94,47.5,50.0,25.0,50.31,27.89,48.71
CLYATTVILLE,52.94,59.88,38.71,83.33,36.67,63.83,41.33,61.09
DASHER,75.0,61.54,50.0,100.0,50.0,69.17,37.97,66.56
S LOWNDES,53.85,52.23,52.27,75.0,44.12,67.57,46.52,64.24
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,48.39,49.56,43.69,50.85,42.09,62.61,37.72,55.94
