,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,39.52,49.74,,44.97
1,47.79,54.68,,51.92
2,55.21,65.62,,60.85
3,65.19,65.95,,65.62
4,60.95,65.1,,63.16
5,62.63,73.96,,68.32
6,63.28,71.14,,67.46
7,73.33,78.46,,76.11
8,75.81,74.27,100.0,74.95
9,62.93,67.93,100.0,65.7
