ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,10.00,27.03,10.96,25.00,6.06,25.89,15.65,24.95
2016 Primary,4.00,16.16,1.28,0.00,2.63,9.85,3.87,12.55
2016 Primary Runoff,0.00,5.74,0.00,0.00,0.00,5.98,1.30,5.18
2016 General,42.86,55.65,26.04,0.00,37.25,51.18,43.02,51.88
2018 Primary,4.62,15.33,1.08,0.00,2.08,11.12,4.53,12.30
2018 Primary Runoff,3.08,7.43,1.08,0.00,2.08,8.63,0.83,6.83
2018 General,33.33,49.45,20.54,28.57,38.78,43.49,28.40,44.47
