ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.79,33.65,27.48,32.36
2016 Primary,12.14,13.29,5.62,12.77
2016 Primary Runoff,0.67,0.85,0.00,0.77
2016 General,52.34,61.09,41.81,57.10
2018 Primary,14.56,17.07,5.88,15.90
2018 Primary Runoff,9.50,10.11,2.17,9.82
2018 General,46.50,54.20,33.33,50.62
