ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,25.00,26.74,15.22,0.00,14.29,33.58,16.33,28.38
2016 Primary,0.00,16.42,4.35,0.00,0.00,8.95,1.98,12.08
2016 Primary Runoff,0.00,4.59,0.00,0.00,0.00,3.02,0.00,3.51
2016 General,70.00,55.45,32.08,0.00,50.00,54.87,44.55,53.90
2018 Primary,10.53,16.58,3.33,0.00,3.12,14.51,3.79,14.22
2018 Primary Runoff,5.26,8.45,0.00,0.00,3.12,11.30,1.50,8.53
2018 General,55.00,51.35,32.26,20.00,24.24,49.92,30.83,48.31
