AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.900,0.00,0.00,0.00,10.53,0.00,5.240
25-29,0.00,0.00,0.00,0.00,0.00,3.640,0.00,1.810
30-34,0.00,0.480,0.00,0.00,0.00,9.130,0.00,4.710
35-39,0.00,1.970,0.00,0.00,0.00,11.17,14.29,6.710
40-44,0.00,4.580,25.00,0.00,0.00,7.660,11.11,6.610
45-49,0.00,3.160,0.00,0.00,0.00,15.07,0.00,10.18
50-54,0.00,6.020,0.00,0.00,0.00,20.22,12.50,14.69
55-59,0.00,7.650,0.00,0.00,0.00,20.27,0.00,15.23
60-64,0.00,7.390,0.00,0.00,0.00,22.46,12.50,16.49
65-OVER,25.00,15.19,16.67,0.00,0.00,32.74,6.670,27.50
TOTAL,4.760,5.290,5.560,0.00,0.00,19.22,4.260,13.33
