AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.350,5.190,1.590,0.00,5.560,12.94,7.630,11.28
25-29,0.00,2.220,0.00,0.00,6.250,7.100,4.630,6.350
30-34,0.00,7.040,0.00,0.00,0.00,13.30,11.62,12.39
35-39,3.330,4.260,14.63,0.00,0.00,19.87,11.34,17.81
40-44,2.700,3.850,15.79,0.00,7.690,23.62,9.620,20.96
45-49,7.890,1.870,23.33,0.00,25.00,27.46,13.90,24.95
50-54,4.080,7.270,10.00,0.00,7.690,31.15,18.37,28.34
55-59,2.000,10.26,9.090,0.00,17.39,36.69,8.930,33.15
60-64,12.50,15.00,5.000,0.00,16.67,39.94,24.72,37.39
65-OVER,4.260,14.62,6.670,50.00,0.00,46.13,23.85,43.32
TOTAL,4.070,7.880,8.280,9.090,8.720,28.72,12.31,25.73
