AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.38,0.00,0.00,0.00,7.55,9.76,5.57
25-29,0.00,3.89,0.00,0.00,0.00,9.62,3.33,6.79
30-34,0.00,2.31,0.00,0.00,0.00,13.33,12.50,9.64
35-39,0.00,5.04,0.00,0.00,0.00,16.32,5.00,11.73
40-44,0.00,5.00,0.00,0.00,0.00,19.49,0.00,14.72
45-49,0.00,3.25,0.00,0.00,0.00,20.77,4.76,14.18
50-54,0.00,9.52,0.00,0.00,0.00,27.30,9.09,20.54
55-59,0.00,12.66,33.33,0.00,0.00,33.33,18.75,26.85
60-64,50.00,15.22,8.33,0.00,0.00,43.15,7.69,32.82
65-OVER,0.00,21.25,14.29,0.00,0.00,42.26,19.23,36.46
TOTAL,4.76,9.60,4.35,0.00,0.00,27.60,9.21,21.02
