AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.14,0.77,2.57,0.00,0.67,4.73,2.00,3.46
25-29,0.00,0.58,0.97,0.00,0.00,3.75,2.14,2.90
30-34,0.00,1.46,2.07,0.00,2.44,5.77,3.74,4.69
35-39,0.00,2.84,1.84,0.00,1.92,7.94,4.36,6.37
40-44,2.78,3.71,4.58,0.00,3.26,9.32,4.28,7.51
45-49,11.29,4.91,1.84,0.00,4.82,11.15,5.77,9.34
50-54,2.44,5.44,3.93,0.00,7.04,13.52,3.89,11.12
55-59,6.45,6.49,3.00,0.00,8.14,16.93,7.03,14.36
60-64,11.11,8.96,6.94,0.00,10.87,20.48,10.69,18.01
65-OVER,4.26,13.86,7.55,0.00,15.38,28.31,13.59,25.55
TOTAL,4.38,4.52,3.17,0.00,4.32,13.20,5.00,10.67
