PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BOLD SPRINGS,7.14,6.35,3.85,0.00,4.76,17.61,9.54,15.68
WHATLEY,0.00,12.90,16.67,0.00,25.00,30.47,19.80,27.97
WALKER PARK,7.27,12.28,9.52,0.00,5.88,26.85,11.44,23.20
GRATIS,0.00,15.91,0.00,0.00,0.00,42.35,25.36,38.76
BETWEEN,5.56,9.01,3.12,0.00,9.68,20.47,9.78,17.61
WALNUT GROVE,0.00,6.25,6.25,0.00,0.00,18.32,12.34,16.73
LOGANVILLE NORTH,5.56,4.75,2.04,0.00,2.33,15.85,8.03,13.44
SOCIAL CIRCLE,11.76,6.39,4.55,0.00,4.35,20.32,7.98,15.39
SOUTH MONROE,0.00,7.16,0.00,0.00,4.55,30.90,14.39,23.29
NORTH MONROE,0.00,10.55,0.00,0.00,11.11,25.36,8.72,15.51
LOGANVILLE SOUTH,5.41,3.41,7.41,0.00,5.13,16.21,7.36,12.80
WEST WALTON,9.09,7.35,2.63,0.00,11.76,19.93,10.02,17.65
BROKEN ARROW,0.00,5.10,12.90,0.00,5.88,16.67,8.05,14.67
BAY CREEK,0.00,4.26,7.41,0.00,0.00,16.91,9.61,15.01
E MONROE,12.50,7.21,9.68,0.00,3.57,28.48,9.60,17.75
W MONROE,10.00,9.74,14.29,0.00,33.33,30.67,15.58,26.82
TARA,0.00,5.14,2.38,0.00,8.00,15.14,8.74,11.86
MOUNTAIN,0.00,24.66,8.33,50.00,28.57,29.66,15.24,26.79
JERSEY,33.33,2.38,22.22,0.00,11.11,20.47,11.98,18.93
BLASINGAME,0.00,13.64,0.00,0.00,0.00,46.73,26.83,41.69
GOOD HOPE,16.67,14.17,28.57,0.00,0.00,35.21,20.67,31.43
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,5.01,8.00,5.83,6.25,6.58,22.30,10.72,18.38
