AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,50.00,5.45,0.00,0.00,0.00,8.25,1.27,6.77
25-29,0.00,5.03,0.00,0.00,0.00,5.27,3.03,4.99
30-34,0.00,5.29,0.00,0.00,0.00,8.70,0.00,7.45
35-39,0.00,5.52,25.00,0.00,0.00,13.26,5.26,11.34
40-44,50.00,12.38,0.00,0.00,100.0,16.40,0.00,15.44
45-49,50.00,11.67,0.00,0.00,0.00,18.37,0.00,16.67
50-54,0.00,16.67,0.00,0.00,0.00,16.07,5.26,15.72
55-59,100.0,21.39,0.00,0.00,0.00,16.67,7.41,17.27
60-64,0.00,18.24,0.00,0.00,0.00,25.34,8.70,23.12
65-OVER,33.33,30.13,16.67,0.00,0.00,32.96,8.33,32.07
TOTAL,31.25,15.43,3.03,0.00,5.26,19.10,3.33,17.71
