PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
0001,27.59,33.86,0.00,30.85
0002,21.36,21.86,0.00,21.60
0003,22.19,28.61,0.00,25.60
0004,33.50,36.97,0.00,35.28
0005,32.82,33.46,0.00,33.16
0006,10.45,13.12,0.00,11.85
0007,25.24,31.86,0.00,28.67
0008,19.26,34.59,0.00,26.87
0009,22.52,25.29,0.00,24.09
0010,26.02,31.91,0.00,29.17
0011,20.00,27.78,0.00,23.83
0012,29.83,37.56,0.00,33.94
0013,32.19,37.41,0.00,34.81
0014,25.70,30.77,0.00,28.66
0015,34.63,36.41,33.33,35.63
0016,26.73,31.52,0.00,29.68
88888,0.00,0.00,0.00,0.00
TOTAL,26.38,30.41,20.00,28.58
