PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ODUM,0.00,21.95,42.86,0.00,20.00,46.26,16.44,43.20
MADRAY SPRINGS,0.00,11.11,33.33,0.00,25.00,40.04,24.24,38.13
OGLETHORPE,0.00,10.00,22.22,0.00,0.00,38.90,16.28,35.30
SCREVEN,0.00,14.09,0.00,0.00,12.50,35.59,18.09,30.53
RITCH,0.00,9.09,0.00,0.00,0.00,39.31,30.00,37.69
EMPIRE,0.00,0.00,0.00,100.0,25.00,44.42,16.39,41.16
RED HILL,100.0,21.43,0.00,0.00,50.00,38.66,24.14,35.52
ALTAMAHA,37.50,10.43,0.00,0.00,0.00,26.99,7.76,22.30
GARDI,33.33,9.09,0.00,0.00,33.33,34.96,22.86,33.17
MT PLEASANT,0.00,25.00,0.00,0.00,0.00,30.14,5.88,28.39
VFW,33.33,13.02,4.55,100.0,18.18,16.55,6.85,13.63
PINE STREET,8.33,11.85,18.18,0.00,20.00,41.72,17.07,25.98
UNITY,0.00,13.74,3.57,0.00,28.57,36.59,13.24,30.01
REC CENTER,8.33,14.61,3.85,0.00,0.00,36.50,16.54,31.13
EAST JESUP,0.00,28.57,0.00,0.00,0.00,33.33,18.75,31.03
TOTAL,18.97,12.90,6.79,50.00,15.38,36.53,15.39,30.58
