PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
REDSTONE,0.00,2.73,2.94,0.00,0.00,13.51,4.10,11.15
RANDOLPH,0.00,5.34,5.75,0.00,3.33,15.87,10.87,14.82
NEWTOWN,0.00,3.92,0.00,0.00,10.00,22.32,4.88,20.44
HARRISBURG,18.18,17.17,0.00,0.00,11.11,23.89,6.74,22.25
CUNNINGHAM,0.00,10.00,0.00,0.00,0.00,16.57,8.33,15.23
MILLER,0.00,5.00,6.25,0.00,25.00,19.49,1.06,17.94
WILSON,0.00,13.64,0.00,0.00,100.0,22.76,12.50,21.47
HOSCHTON,0.00,4.55,0.00,0.00,14.29,19.94,7.87,18.14
TALMO,0.00,3.57,4.44,0.00,0.00,19.17,5.77,17.32
CENTER,14.29,4.17,0.00,0.00,0.00,17.06,10.42,15.82
ATTICA,0.00,3.26,4.76,0.00,0.00,16.60,14.75,15.06
PORTER,0.00,0.00,1.55,0.00,7.41,13.55,3.27,11.57
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N JEFFERSON,0.00,5.39,3.40,0.00,0.00,16.53,4.97,14.79
N MINISH,6.25,9.66,1.92,0.00,13.33,22.89,2.99,19.22
S JEFFERSON,0.00,8.35,2.13,0.00,0.00,14.74,10.38,13.24
S MINISH,10.00,6.79,6.90,0.00,0.00,20.43,5.35,18.00
TOTAL,1.70,6.66,3.13,0.00,6.19,17.71,6.68,15.86
