AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.76,4.71,5.66,0.00,5.71,9.00,5.05,7.55
25-29,0.00,2.35,5.88,0.00,6.06,6.64,2.95,5.44
30-34,3.85,3.56,1.75,0.00,5.26,10.12,3.62,8.16
35-39,0.00,2.94,2.78,0.00,3.57,14.57,7.01,11.58
40-44,2.44,6.12,5.26,0.00,4.55,16.52,8.10,13.76
45-49,9.09,9.14,14.52,33.33,11.76,20.41,13.22,17.73
50-54,11.11,13.31,6.25,0.00,10.00,23.92,11.00,20.82
55-59,14.29,14.04,6.06,0.00,0.00,23.88,11.89,21.37
60-64,11.76,16.43,17.86,50.00,0.00,29.79,11.00,26.75
65-OVER,9.52,22.80,16.67,0.00,13.33,29.83,16.58,28.09
TOTAL,6.02,9.53,6.90,7.41,6.28,19.38,8.36,16.51
