PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CHALYBEATE,26.06,20.17,0.00,22.75
GILL I,18.72,17.22,0.00,17.84
GILL II,11.38,11.95,0.00,11.71
7TH-ODESSADALE,14.19,16.44,0.00,15.31
8TH-GREENVILLE,13.00,13.01,0.00,13.01
LONE OAK,9.60,15.15,0.00,12.52
LUTHERSVILLE,10.61,10.02,0.00,10.30
UPPER 9TH -ALVATON,13.49,11.41,0.00,12.40
MIDDLE 9TH-GAY,15.79,14.22,0.00,14.93
LOWER 9TH-WOODBURY,17.75,17.53,0.00,17.63
2ND-WARM SPRINGS,19.40,19.08,0.00,19.22
THIRD-DURAND,13.83,11.83,0.00,12.74
RALEIGH,27.15,22.57,0.00,24.69
COVE,36.11,33.00,0.00,34.62
99999,0.00,0.00,0.00,0.00
TOTAL,15.12,14.67,0.00,14.87
