PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,25.00,7.620,0.00,0.00,0.00,6.590,5.310,7.270
02,0.00,12.66,11.11,0.00,12.50,13.57,7.230,12.51
03,25.00,15.53,9.090,0.00,0.00,38.39,12.00,35.29
04,0.00,15.46,12.50,0.00,50.00,35.69,6.820,32.90
05,3.850,9.770,4.080,100.0,0.00,21.88,5.030,15.24
06,14.29,8.650,0.00,0.00,0.00,13.20,1.980,9.420
07,18.18,32.82,21.43,0.00,23.53,52.78,25.42,49.12
08,0.00,18.70,0.00,0.00,0.00,36.08,6.250,31.81
09,0.00,5.830,6.670,0.00,7.690,20.11,5.880,18.10
10,0.00,16.85,6.670,0.00,14.29,24.25,10.00,21.30
11,0.00,14.79,6.670,0.00,14.29,30.14,7.950,25.24
12,0.00,14.74,0.00,0.00,0.00,23.59,4.620,21.58
13,0.00,10.71,5.260,0.00,5.000,23.74,9.170,21.94
14,0.00,11.22,3.570,0.00,7.690,18.20,6.450,15.75
15,0.00,0.00,9.090,0.00,0.00,27.89,3.700,26.00
16,3.570,15.18,8.110,0.00,12.00,20.62,5.360,16.89
17,25.00,14.25,9.090,0.00,7.690,18.13,5.100,16.30
18,0.00,17.66,0.00,0.00,11.11,16.33,1.590,16.70
19,7.140,13.03,2.560,100.0,25.00,29.17,7.770,24.64
20,9.090,17.35,0.00,0.00,0.00,23.70,5.810,21.91
21,16.67,18.78,2.380,0.00,9.520,25.35,21.85,23.60
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,6.510,12.82,5.240,15.00,9.390,26.43,8.720,20.92
