PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
ANNEX,37.98,35.82,0.00,36.83
SOPERTON,35.98,38.12,0.00,37.19
TOTAL,36.53,36.66,0.00,36.60
