AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,41.21,0.00,0.00,40.00,7.320,61.54,39.11
25-29,0.00,35.57,0.00,0.00,0.00,16.67,10.00,32.87
30-34,0.00,38.01,0.00,100.0,0.00,23.08,40.00,36.17
35-39,100.0,50.00,0.00,0.00,0.00,19.44,14.29,46.27
40-44,0.00,46.07,0.00,0.00,0.00,30.00,50.00,43.27
45-49,0.00,58.31,0.00,0.00,100.0,30.77,27.27,51.49
50-54,0.00,58.73,0.00,0.00,66.67,25.49,42.86,52.33
55-59,0.00,61.85,0.00,0.00,33.33,38.35,28.57,55.11
60-64,0.00,70.05,0.00,0.00,100.0,37.63,41.67,59.78
65-OVER,0.00,65.94,16.67,0.00,66.67,46.19,32.00,57.85
TOTAL,28.57,54.49,7.140,100.0,42.86,37.06,34.68,49.98
