PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
MCDONALD,29.67,29.34,0.00,29.50
SHUCK PEN,26.07,24.72,0.00,25.38
SOUTHWEST,23.01,21.11,0.00,22.03
SPRING PLACE,29.77,27.37,0.00,28.51
TOWN,36.69,33.64,0.00,35.05
CARTERS-DOOLITTLE,35.42,32.11,0.00,33.75
NORTH,32.11,27.31,0.00,29.69
TOTAL,30.84,28.54,0.00,29.64
