PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
EAST,0.00,19.58,1.89,0.00,14.29,20.72,1.37,19.45
WEST,13.79,14.54,4.76,0.00,15.79,27.85,15.45,23.87
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,11.11,17.46,3.45,0.00,15.38,25.68,10.20,22.07
