AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.46,5.45,0.00,8.00,9.58,4.95,7.74
25-29,0.00,1.11,2.94,0.00,0.00,8.02,6.25,6.74
30-34,20.00,1.63,1.56,0.00,0.00,13.85,12.05,11.56
35-39,0.00,6.25,0.00,0.00,0.00,17.46,11.25,15.38
40-44,0.00,5.77,0.00,100.0,25.00,21.89,8.33,19.01
45-49,0.00,9.78,6.06,0.00,0.00,25.83,9.52,22.97
50-54,0.00,7.92,5.00,0.00,18.18,26.64,11.27,23.49
55-59,0.00,9.73,0.00,0.00,0.00,28.78,18.03,25.71
60-64,0.00,13.57,6.25,0.00,0.00,33.53,17.24,30.53
65-OVER,0.00,17.65,7.69,0.00,10.00,39.99,23.36,37.24
TOTAL,2.27,8.31,3.49,12.50,7.45,25.74,11.45,22.58
