PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,0.00,31.87,33.33,0.00,0.00,50.33,13.21,33.49
10,9.590,13.40,6.180,10.00,6.380,11.63,3.040,11.19
11,13.79,15.42,7.850,0.00,5.330,28.18,5.430,18.36
12,0.00,10.97,2.080,0.00,6.980,16.49,2.880,10.62
13,0.00,0.640,0.00,0.00,0.00,0.190,0.200,0.300
14,14.81,18.14,4.480,0.00,7.410,20.72,5.190,16.52
2,8.930,12.94,10.91,0.00,10.81,33.25,5.470,20.80
3,16.13,27.22,7.020,50.00,15.79,30.41,8.950,26.53
4,2.440,13.30,4.410,0.00,1.720,10.99,4.420,10.63
5,0.00,27.65,0.00,0.00,25.00,25.87,14.29,25.96
6,23.08,22.88,16.13,0.00,8.000,24.51,10.38,22.89
7,8.110,13.77,8.530,0.00,3.030,31.33,6.170,21.47
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9,6.250,15.35,7.430,0.00,1.490,13.38,5.360,12.79
99999,0.00,0.00,0.00,0.00,0.00,0.00,33.33,4.000
TOTAL,8.570,16.46,5.710,4.760,5.580,22.04,5.020,16.41
