PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01A,13.89,13.49,16.67,100.0,17.86,20.28,12.98,17.15
01B,4.44,15.02,12.99,0.00,7.78,21.99,13.74,18.62
01C,25.00,5.94,0.00,0.00,0.00,10.89,5.08,6.15
01D,0.00,11.78,22.22,0.00,0.00,10.34,14.94,11.90
01E,15.38,14.36,27.50,0.00,11.86,21.09,13.74,18.50
01F,0.00,5.60,0.00,0.00,10.00,0.00,4.14,5.06
01G,5.56,9.53,15.38,0.00,2.94,10.98,5.23,9.04
01H,0.00,6.76,0.00,0.00,0.00,8.06,4.85,6.49
01I,0.00,100.0,0.00,0.00,0.00,0.00,0.00,100.0
01J,0.00,8.71,7.69,0.00,4.35,22.97,9.38,9.58
01P,0.00,12.00,0.00,0.00,0.00,8.70,6.00,11.04
01R,0.00,6.68,0.00,0.00,0.00,5.56,3.43,6.23
01S,0.00,9.28,0.00,0.00,0.00,7.69,6.73,8.73
01T,25.00,6.61,6.76,0.00,6.67,10.38,3.62,7.06
02A,3.76,11.59,4.35,20.00,1.16,5.46,3.26,5.66
02B,0.00,2.65,4.41,0.00,3.70,5.85,2.22,3.27
02C,4.08,11.45,5.00,0.00,9.52,5.85,4.85,7.74
02D,3.85,9.19,7.22,0.00,5.63,6.95,5.96,7.60
02E,11.63,14.86,0.00,0.00,13.64,16.89,11.94,15.53
02F1,3.70,11.30,4.92,0.00,9.76,10.24,5.61,9.25
02F2,7.14,2.73,0.00,0.00,0.00,8.42,2.75,5.38
02G,8.00,9.03,6.58,0.00,10.14,8.36,6.34,8.06
02J,7.69,9.95,4.41,0.00,3.85,8.50,3.57,7.40
02K,11.63,4.90,2.27,0.00,0.00,6.26,5.23,5.83
02L1,2.60,7.30,1.71,0.00,4.17,4.70,2.59,4.48
02L2,2.60,3.85,6.38,0.00,0.00,6.29,2.72,4.92
02S,10.00,9.84,5.88,0.00,0.00,7.41,9.35,8.79
02W,4.17,5.22,0.00,0.00,0.00,1.59,1.56,2.48
03A,0.00,9.08,0.00,0.00,0.00,4.00,4.38,8.16
03B,0.00,6.39,12.50,0.00,0.00,0.00,5.56,6.12
03C,0.00,11.57,12.50,0.00,5.26,4.35,6.59,10.78
03D,0.00,10.59,0.00,0.00,0.00,4.17,3.17,9.15
03E,0.00,8.11,7.69,0.00,3.12,2.82,5.23,7.45
03F,1.71,2.48,3.17,0.00,0.00,5.08,3.54,3.64
03G,0.00,6.38,25.00,0.00,11.76,10.34,10.26,7.09
03H,0.00,7.95,0.00,0.00,0.00,3.85,4.90,7.28
03I,0.00,1.83,0.00,0.00,0.00,1.86,0.00,1.24
03L,0.00,8.76,0.00,0.00,0.00,0.00,4.00,7.78
03M,8.33,4.02,7.14,0.00,0.00,8.08,4.64,5.88
03N,0.00,5.72,0.00,0.00,0.00,5.18,3.85,5.22
03P1A,4.27,2.70,0.96,0.00,2.80,2.43,1.82,2.44
03P2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03S,0.00,11.05,0.00,0.00,0.00,10.00,4.82,10.19
03T,11.11,5.59,0.00,0.00,4.35,4.90,3.67,5.23
04A,0.00,6.55,0.00,0.00,16.67,0.00,7.30,6.62
04B,0.00,2.46,0.00,0.00,0.00,5.47,1.78,2.46
04C,0.00,11.88,0.00,0.00,0.00,0.00,6.25,10.57
04D,50.00,13.62,0.00,0.00,18.75,4.55,5.73,12.71
04F,4.44,5.67,0.00,0.00,9.52,5.91,4.78,5.57
04G,0.00,7.07,0.00,0.00,0.00,16.67,3.57,6.62
04I,2.63,1.50,5.41,0.00,1.33,4.15,0.81,2.27
04J,0.00,1.22,0.00,0.00,2.50,0.00,2.50,1.30
04K,0.00,10.74,0.00,0.00,0.00,8.16,8.55,10.06
04L,0.00,10.06,9.09,0.00,7.41,5.81,7.50,9.32
04M,0.00,6.44,0.00,0.00,0.00,12.50,5.88,6.40
04S,0.00,15.00,0.00,0.00,9.52,9.38,10.29,14.29
04T,0.00,10.88,0.00,0.00,18.18,4.76,7.76,10.41
04V,0.00,5.61,6.67,0.00,3.03,6.94,3.50,5.28
