PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLAIRSVILLE,0.00,0.00,7.69,0.00,25.00,33.00,24.44,32.27
COOSA,0.00,0.00,0.00,0.00,33.33,35.38,22.78,34.57
CHOESTOE,25.00,0.00,0.00,0.00,20.00,37.76,28.07,36.81
JONES CREEK,0.00,0.00,0.00,0.00,25.00,35.85,27.91,35.13
OWLTOWN,16.67,0.00,30.00,0.00,20.00,37.72,36.92,37.44
IVY LOG,25.00,0.00,0.00,0.00,0.00,33.64,26.56,33.17
SUCHES,0.00,0.00,100.0,100.0,0.00,42.88,32.14,42.25
TRACKROCK,0.00,0.00,28.57,0.00,0.00,39.21,17.95,38.07
DOOLEY,25.00,50.00,30.77,0.00,100.0,27.24,27.03,27.39
GUMLOG,0.00,0.00,9.09,0.00,33.33,32.55,30.51,32.22
PAT COLWELL,50.00,0.00,50.00,0.00,16.67,36.79,25.00,36.18
TOTAL,11.63,8.00,17.58,20.00,23.26,34.96,27.05,34.38
