PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
001,0.00,12.00,1.430,25.00,0.00,23.70,8.230,21.29
010,33.33,0.00,16.67,0.00,0.00,18.93,5.130,17.30
015,0.00,9.090,7.690,0.00,0.00,18.73,11.90,18.14
020,0.00,8.790,0.00,33.33,0.00,25.22,14.04,23.60
025,0.00,24.39,0.00,0.00,0.00,19.91,4.170,19.24
030,16.67,7.670,0.00,0.00,12.50,20.50,5.830,18.58
035,100.0,0.00,0.00,0.00,0.00,17.37,6.670,17.28
040,0.00,3.330,14.29,0.00,0.00,20.67,12.20,19.78
045,0.00,0.00,0.00,0.00,0.00,19.45,10.53,18.22
050,6.250,7.010,1.010,0.00,0.00,20.06,5.150,16.57
055,2.270,2.990,0.00,0.00,0.00,16.07,5.680,14.10
060,0.00,0.00,12.50,0.00,0.00,18.51,3.330,17.36
065,0.00,7.170,3.850,0.00,0.00,20.20,3.950,17.69
075,5.490,4.690,2.710,0.00,2.630,17.44,3.180,12.13
076,0.00,7.200,2.640,0.00,0.00,21.71,5.600,16.57
080,0.00,5.330,4.170,0.00,0.00,17.71,6.310,16.08
085,0.00,6.120,0.00,0.00,33.33,20.25,9.620,18.34
090,3.770,4.330,1.750,0.00,0.00,21.83,5.990,15.56
105,26.67,8.640,0.00,0.00,7.690,26.45,3.680,17.95
110,0.00,6.240,0.00,0.00,0.00,15.05,0.00,8.730
115,0.00,0.00,0.00,0.00,0.00,23.02,2.000,21.20
125,0.00,2.780,0.00,0.00,0.00,18.72,2.380,16.32
130,0.00,4.760,0.00,0.00,0.00,14.78,5.560,13.87
135,0.00,6.780,3.700,100.0,0.00,17.51,3.470,15.92
140,7.140,3.480,0.00,0.00,0.00,19.80,6.060,15.20
TOTAL,4.820,6.300,2.170,9.680,2.390,19.78,5.550,16.64
