PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLUE CREEK,0.00,30.77,0.00,0.00,12.50,25.80,12.50,25.10
BLUE RIDGE,0.00,100.0,16.67,0.00,0.00,25.48,17.24,25.07
HELEN,0.00,0.00,0.00,0.00,33.33,20.69,12.50,19.92
MOSSY CREEK,50.00,10.53,0.00,0.00,20.00,31.11,13.70,30.22
MT YONAH,8.70,18.33,2.70,0.00,0.00,29.33,8.22,27.67
NACOOCHEE,0.00,18.75,0.00,0.00,0.00,28.96,5.56,27.80
ROBERTSTOWN,0.00,0.00,0.00,0.00,0.00,32.69,11.11,31.69
SHOAL CREEK,20.00,0.00,8.33,0.00,0.00,22.71,7.94,21.93
TESNATEE,33.33,25.00,50.00,100.0,0.00,32.21,10.71,31.65
TOWN CREEK,50.00,0.00,0.00,0.00,25.00,24.40,5.26,23.70
WHITE CREEK,0.00,12.50,0.00,0.00,0.00,31.52,15.79,30.70
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,11.32,17.43,4.24,12.50,8.33,27.97,10.40,26.98
