PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
DAWSON,28.65,37.85,0.00,34.02
SASSER,31.96,32.29,0.00,32.13
BRONWOOD,31.34,44.12,0.00,38.32
PARROTT,42.36,50.53,0.00,46.31
GRAVES,39.30,44.74,0.00,42.11
HEROD-DOVER,32.86,35.62,0.00,34.27
TOTAL,31.87,38.69,0.00,35.64
