PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,inf00,0.00,33.33
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AA,0.00,21.04,0.00,0.00,9.680,26.35,12.29,20.24
AB,4.290,10.34,4.550,0.00,6.900,10.37,5.020,9.570
AD,11.11,22.45,10.00,0.00,4.000,22.57,11.95,21.42
AE,17.14,28.46,14.29,0.00,20.69,25.85,11.49,25.02
AF,12.50,12.64,0.00,0.00,3.330,15.38,5.130,12.14
AG,12.86,13.44,15.09,0.00,2.440,21.55,7.560,18.85
AH,4.560,10.22,1.320,0.00,5.630,13.18,2.870,10.51
AI,3.640,18.13,10.64,0.00,5.770,13.84,5.750,13.92
BB,8.470,12.62,6.120,0.00,9.430,13.46,6.770,12.33
BC,2.110,6.250,2.860,0.00,6.670,10.57,4.020,8.890
BD,4.210,16.67,18.42,0.00,0.00,20.23,2.830,17.90
BE,2.970,5.430,4.460,0.00,9.090,8.630,3.670,7.020
BF,4.710,12.25,0.00,0.00,10.87,19.02,7.310,14.48
BG,2.820,7.490,10.00,0.00,8.620,14.74,5.060,12.34
BH,4.550,8.800,6.670,0.00,8.060,20.01,7.070,15.03
BI,4.000,8.370,2.740,0.00,0.00,10.67,3.450,9.160
BJ,0.00,23.60,0.00,0.00,12.12,21.62,7.300,22.19
BL,11.11,17.08,0.00,0.00,0.00,8.820,5.470,15.63
BM,0.00,15.10,0.00,0.00,9.430,7.760,4.710,13.84
BR,6.060,14.31,10.42,66.67,8.000,11.23,5.050,11.86
CA,0.00,17.17,6.250,50.00,5.560,10.29,8.030,16.24
CB,0.00,18.47,0.00,0.00,9.090,16.28,5.080,17.29
CC,0.00,10.82,0.00,0.00,5.260,11.36,6.670,10.39
CD,0.00,17.01,0.00,0.00,23.08,7.140,6.230,16.01
CE,4.650,4.660,4.810,0.00,10.64,9.070,1.710,6.950
CF,0.00,18.81,7.410,0.00,5.880,21.46,9.690,17.94
CG,0.00,22.40,0.00,0.00,2.940,15.09,9.000,21.07
CH,1.200,6.160,1.470,0.00,0.00,12.93,5.610,8.770
CI,12.77,26.32,12.77,0.00,10.00,20.33,10.80,19.66
CJ,2.400,8.370,8.450,33.33,9.230,12.77,4.620,10.59
CK,4.230,5.080,3.390,13.33,2.380,12.59,2.880,5.730
CL,0.00,18.59,0.00,0.00,14.29,28.26,5.950,17.97
CM,0.00,11.35,0.00,0.00,4.550,10.26,6.120,10.77
CO,1.300,6.450,1.140,0.00,0.00,8.380,1.030,6.510
CP,0.00,20.30,4.350,0.00,10.53,10.00,4.000,18.50
CQ,20.00,9.630,2.860,0.00,7.890,9.320,6.760,9.290
CR,0.00,12.48,13.33,0.00,5.560,18.52,0.980,11.79
CS,7.690,16.99,0.00,0.00,10.71,13.68,4.780,15.81
CT,0.00,3.150,0.00,0.00,0.00,3.280,0.00,2.830
CU,17.39,3.520,0.00,0.00,2.560,11.76,4.120,5.450
CV,11.11,20.99,11.63,0.00,15.56,22.16,8.570,20.49
CW,3.810,19.47,6.820,0.00,7.690,22.46,9.130,20.43
CZ,4.720,5.860,4.920,0.00,2.330,13.65,7.000,11.32
DA,5.770,5.510,1.700,0.00,4.350,11.98,2.940,6.960
DB,3.010,6.250,2.700,0.00,9.090,17.76,6.560,11.36
DC,0.890,4.200,1.520,0.00,4.710,12.00,2.670,7.450
DE,2.080,16.65,3.330,0.00,2.630,24.32,4.030,15.95
DF,2.940,5.000,1.100,0.00,6.560,9.680,2.010,7.130
DG,8.330,15.79,0.00,0.00,18.18,23.44,8.200,21.52
DH,1.200,5.260,3.850,0.00,0.00,15.10,6.130,11.77
DI,7.140,17.07,2.860,0.00,3.700,20.61,5.620,18.65
EA,10.71,12.90,8.510,0.00,3.230,12.85,4.190,11.97
EC,3.810,9.390,7.210,25.00,8.160,21.45,6.000,16.43
EE,10.14,14.64,10.77,0.00,13.43,18.45,9.640,17.05
EF,1.670,4.710,3.230,0.00,0.00,20.80,4.710,12.80
EG,7.370,6.800,9.840,0.00,7.690,9.830,4.650,8.970
ER,0.650,5.760,0.00,0.00,0.00,9.030,1.910,6.430
FA,0.00,10.29,0.00,0.00,1.590,12.50,3.200,9.540
FB,14.58,21.43,19.35,0.00,10.00,27.54,9.030,25.40
FC,0.00,14.74,0.00,0.00,0.00,21.57,3.910,13.99
FE,25.00,22.63,0.00,0.00,8.820,18.97,12.96,21.70
FG,50.00,21.05,20.00,0.00,12.90,8.470,14.86,20.17
FJ,0.00,16.80,0.00,0.00,16.67,13.51,4.690,15.87
FK,0.00,18.78,0.00,0.00,4.550,7.890,5.410,17.47
FL,0.00,11.72,7.140,50.00,0.00,9.620,2.920,10.91
FM,2.860,13.53,10.64,0.00,0.00,19.64,7.690,13.29
GA,2.080,13.45,2.130,0.00,2.130,16.97,7.940,14.59
GB,0.00,16.21,0.00,0.00,0.00,18.84,6.060,14.97
GC,11.76,13.51,9.090,0.00,12.82,8.550,6.360,11.92
GD,1.450,3.760,0.960,0.00,0.00,9.580,2.290,6.610
GF,0.00,13.02,5.560,0.00,12.50,15.18,3.310,12.25
HA,1.010,14.02,11.11,0.00,5.080,18.06,3.000,12.55
HB,4.130,5.520,0.00,0.00,4.490,17.90,3.050,11.33
HC,3.760,10.38,10.34,0.00,1.540,23.88,6.720,18.20
HF,2.190,4.300,3.370,0.00,10.71,13.99,1.070,8.120
HG,7.270,28.82,10.53,0.00,16.22,23.51,10.68,23.29
HH,0.00,15.98,0.00,0.00,8.820,10.42,6.030,15.14
HI,2.420,7.900,1.410,0.00,0.00,10.06,3.520,7.820
IA,6.540,11.81,6.670,0.00,6.250,17.83,3.120,12.26
IB,3.770,8.020,2.860,0.00,1.520,16.02,3.170,8.360
JA,15.79,20.00,8.330,0.00,22.22,15.55,11.34,15.27
JB,2.780,11.23,6.060,0.00,4.950,23.59,3.480,11.96
KA,16.67,16.61,9.090,0.00,4.350,8.510,5.520,15.34
KB,6.150,25.00,4.880,0.00,4.550,22.67,12.88,21.18
KC,0.00,28.31,0.00,0.00,12.50,25.58,11.48,27.21
KD,0.00,22.23,7.140,0.00,10.34,18.97,11.27,21.15
KE,20.00,12.72,4.550,0.00,10.00,12.22,8.120,12.23
KG,3.700,18.00,6.060,0.00,15.00,18.34,5.850,16.72
LA,4.230,10.87,4.350,0.00,5.560,23.40,8.470,19.97
LB,4.690,14.53,10.34,0.00,2.270,17.93,5.610,15.39
LC,0.00,4.360,2.440,0.00,3.230,11.04,2.230,7.600
LD,0.00,12.32,6.060,0.00,0.00,18.28,3.750,11.84
LE,10.34,11.26,10.34,0.00,7.500,12.30,4.680,11.19
LH,0.00,10.03,0.00,33.33,6.670,3.640,4.900,9.370
LV,9.090,26.92,5.410,0.00,3.570,23.02,8.330,20.68
MA,10.00,15.90,8.820,0.00,3.510,19.42,5.420,15.02
MB,0.00,13.36,5.450,0.00,5.080,6.870,5.980,10.41
