AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,21.09,0.00,0.00,0.00,15.00,0.00,16.90
25-29,0.00,19.43,0.00,100.0,0.00,9.660,0.00,14.37
30-34,0.00,21.99,0.00,0.00,50.00,13.14,10.00,17.52
35-39,0.00,33.68,0.00,0.00,0.00,21.03,10.00,26.75
40-44,0.00,29.71,0.00,0.00,0.00,18.14,30.77,23.37
45-49,0.00,44.39,0.00,0.00,0.00,23.51,14.29,32.02
50-54,0.00,50.59,0.00,0.00,0.00,25.30,16.67,35.58
55-59,0.00,55.20,0.00,0.00,33.33,32.32,0.00,42.03
60-64,0.00,63.09,0.00,0.00,0.00,36.06,25.00,46.24
65-OVER,33.33,57.20,0.00,0.00,0.00,42.92,20.00,47.33
TOTAL,9.090,41.39,0.00,100.0,11.11,28.30,10.85,33.34
