AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.510,0.00,0.00,0.00,31.31,18.18,25.76
25-29,0.00,5.660,0.00,0.00,0.00,25.00,0.00,19.07
30-34,0.00,7.140,0.00,0.00,33.33,34.21,33.33,28.22
35-39,0.00,9.090,0.00,0.00,0.00,38.12,20.00,32.88
40-44,75.00,17.07,0.00,0.00,0.00,44.61,0.00,39.45
45-49,20.00,10.42,0.00,0.00,0.00,47.33,50.00,40.67
50-54,0.00,25.93,0.00,0.00,0.00,44.85,50.00,40.48
55-59,0.00,32.79,0.00,0.00,0.00,55.42,0.00,48.28
60-64,0.00,52.38,0.00,0.00,0.00,53.79,0.00,52.84
65-OVER,66.67,42.14,0.00,0.00,0.00,63.59,33.33,57.94
TOTAL,42.86,24.96,0.00,0.00,8.330,46.26,20.00,40.90
