PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
HAHIRA,0.00,14.12,0.00,0.00,12.90,11.92,8.18,11.76
TRINITY,2.86,11.69,0.88,25.00,1.11,8.11,3.85,8.44
NORTHSIDE,4.17,9.45,1.27,8.70,4.81,13.82,3.92,10.88
NAYLOR,0.00,20.55,6.67,0.00,9.09,12.80,9.23,14.80
RAINWATER,6.74,13.11,0.98,0.00,6.86,12.48,3.17,11.71
MILDRED,0.00,12.88,5.88,0.00,9.52,7.02,4.15,11.51
CLYATTVILLE,0.00,10.84,8.16,0.00,11.11,9.10,5.67,9.16
DASHER,13.33,16.27,2.78,0.00,0.00,8.78,3.80,9.06
S LOWNDES,18.18,6.23,0.00,0.00,3.23,10.10,2.48,8.96
88888,0.00,inf00,0.00,0.00,0.00,100.0,0.00,200.0
TOTAL,4.49,10.89,1.74,6.67,4.79,11.38,4.19,10.47
