AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.99,0.49,0.00,2.27,7.41,3.35,5.27
25-29,2.13,1.30,1.03,0.00,2.38,6.16,1.38,4.68
30-34,0.00,1.78,0.00,0.00,5.88,10.05,3.66,7.80
35-39,7.69,3.02,2.50,0.00,0.00,12.85,7.69,10.61
40-44,8.89,2.83,6.58,33.33,0.00,15.80,5.60,13.01
45-49,11.43,4.10,3.53,0.00,0.00,17.71,6.70,15.03
50-54,11.63,7.47,4.55,20.00,0.00,19.04,8.33,16.74
55-59,0.00,8.10,1.89,33.33,0.00,21.55,13.20,18.95
60-64,0.00,10.69,2.70,0.00,0.00,25.94,5.83,23.27
65-OVER,7.41,16.09,4.48,0.00,14.29,31.17,12.01,29.03
TOTAL,4.82,6.30,2.17,9.68,2.39,19.78,5.55,16.64
