PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
PEMBROKE,21.09,21.43,0.00,21.25
DANIELSIDING,16.95,16.09,0.00,16.49
ELLABELL,16.94,19.45,0.00,18.29
BLACK CREEK,17.54,20.08,0.00,18.89
WAYS STATION,10.55,11.76,0.00,11.19
RH RECREATION COMPX,9.90,8.81,0.00,9.26
J.F.GREGORY PARK,20.55,20.92,0.00,20.73
KELLER,18.67,17.91,0.00,18.27
HWY 144 EAST,22.08,20.13,0.00,21.01
PUBLIC SAFETY COMPX,7.43,8.29,0.00,7.91
TOTAL,16.58,16.47,0.00,16.51
