PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.00,30.77,0.00,0.00,0.00,22.59,11.96,22.99
02,0.00,26.62,0.00,0.00,0.00,14.60,5.430,16.08
03,50.00,25.88,14.29,0.00,9.520,23.98,11.32,22.85
04,0.00,15.38,0.00,0.00,0.00,17.30,12.70,16.23
05,0.00,11.61,8.330,100.0,0.00,10.31,3.690,9.340
06,5.260,6.030,0.00,0.00,8.330,14.98,3.940,11.56
07,20.00,19.55,3.330,0.00,11.43,8.980,7.070,12.37
08,0.00,7.030,0.00,0.00,2.700,9.350,3.200,7.530
09,7.410,7.290,1.970,0.00,3.120,7.520,4.760,6.770
10,6.670,2.350,0.00,0.00,0.00,5.230,1.020,3.460
11,6.250,4.790,0.00,0.00,2.130,5.970,2.030,4.870
12,5.260,14.63,2.940,0.00,4.000,16.30,7.870,14.50
13,8.000,4.760,3.700,0.00,2.500,8.300,3.420,6.790
14,13.04,6.840,2.860,0.00,6.900,15.72,6.880,13.73
TOTAL,7.850,11.98,1.900,3.230,4.100,11.69,4.930,10.37
