PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
RICEBORO YOUTH,32.06,34.54,100.0,33.49
LYMAN HALL SCHOOL,12.09,10.56,0.00,11.19
LEWIS FRASIER SCHOOL,19.80,17.19,0.00,18.36
MEMORIAL DR. EAST,12.54,9.43,0.00,10.62
BUTTON GWINNETT,0.17,0.39,0.00,0.30
TOWN OF ALLENHURST,16.30,16.63,100.0,16.52
HINESVILLE,21.74,20.11,0.00,20.80
LIBERTY COUNTY,26.93,26.21,0.00,26.53
WALTHOURVILLE,11.29,10.13,0.00,10.63
FLEMING WEST,26.91,25.27,0.00,25.96
FLEMING EAST,24.23,21.72,0.00,22.89
GUM BRANCH,22.78,20.38,0.00,21.47
88888,0.00,0.00,0.00,0.00
HINESVILLE LODGE 271,13.58,12.24,0.00,12.79
99999,0.00,6.67,0.00,4.00
TOTAL,17.41,15.64,11.76,16.41
