PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CATAULA,15.38,22.03,13.64,0.00,11.76,21.58,8.78,20.68
ELLERSLIE,5.41,10.66,5.00,0.00,8.11,13.25,6.63,12.25
GOODMAN,33.33,9.49,10.00,0.00,0.00,30.50,13.68,23.70
HAMILTON,0.00,18.35,8.33,0.00,0.00,16.33,6.67,16.16
LOWER 19TH,5.26,21.65,0.00,0.00,0.00,12.66,8.04,12.93
MULBERRY GROVE,3.85,13.19,3.70,0.00,5.26,14.35,10.42,13.79
PINE MOUNTAIN VALLEY,0.00,5.17,25.00,0.00,33.33,22.84,8.47,21.17
SKINNER,0.00,7.01,0.00,0.00,0.00,35.13,9.68,26.79
UPPER 19TH,11.11,11.36,16.67,0.00,0.00,18.66,7.46,17.49
VALLEY PLAINS,0.00,16.09,0.00,0.00,0.00,17.04,5.88,16.03
WAVERLY HALL,0.00,10.82,5.00,0.00,5.26,9.72,3.73,9.46
WHITESVILLE,0.00,8.84,0.00,0.00,0.00,21.23,3.45,17.99
TOTAL,5.71,13.26,6.50,0.00,5.26,17.43,7.69,16.00
