AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.220,1.760,2.220,0.00,1.750,8.900,5.160,6.700
25-29,2.040,1.480,0.00,0.00,1.890,7.080,5.040,5.630
30-34,2.500,2.520,1.640,0.00,8.820,11.16,8.130,9.110
35-39,7.140,5.170,1.670,0.00,4.760,14.82,9.420,12.29
40-44,4.000,8.130,2.080,0.00,8.330,18.09,10.11,15.15
45-49,14.29,10.56,11.54,0.00,2.330,18.64,9.230,15.90
50-54,10.00,8.440,14.63,0.00,11.43,20.11,9.540,16.93
55-59,5.410,10.14,11.76,0.00,4.550,25.67,11.90,21.91
60-64,0.00,17.16,11.54,0.00,19.23,31.24,21.43,28.22
65-OVER,5.880,14.74,12.90,100.0,12.50,38.29,23.03,34.36
TOTAL,5.010,8.000,5.830,6.250,6.580,22.30,10.72,18.38
