PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
HARBINS A,8.70,8.12,0.00,8.38
ROCKBRIDGE A,5.41,5.59,10.00,5.52
DACULA,6.82,5.92,18.18,6.37
SUWANEE A,5.08,4.02,0.00,4.49
BAYCREEK A,9.30,9.98,0.00,9.63
GOODWINS A,5.19,5.78,0.00,5.49
DULUTH A,6.16,6.69,0.00,6.41
DUNCANS A,5.63,4.91,0.00,5.25
PUCKETTS A,5.85,5.24,0.00,5.51
CATES A,9.05,9.25,0.00,9.16
BERKSHIRE A,6.99,6.71,0.00,6.83
BERKSHIRE B,5.89,5.92,9.09,5.91
DUNCANS C,4.61,3.96,0.00,4.27
GARNERS A,14.13,14.29,14.29,14.21
LAWRENCEVILLE A,7.40,8.81,5.00,8.20
LAWRENCEVILLE B,6.33,4.80,0.00,5.47
MARTINS A,2.17,2.35,0.00,2.26
MARTINS B,5.69,5.56,0.00,5.60
MARTINS C,6.71,7.64,0.00,7.21
PINKCNEYVILLE A,1.85,3.03,14.29,2.52
PINCKNEYVILLE B,7.08,7.60,0.00,7.34
PINCKNEYVILLE C,18.26,16.51,0.00,17.27
PINCKNEYVILLE D,6.05,6.77,16.67,6.47
SUGAR HILL A,4.34,4.62,0.00,4.48
SUGAR HILL B,4.27,3.49,8.33,3.86
HOG MOUNTAIN A,4.21,3.84,0.00,4.00
HOG MOUNTAIN B,7.17,7.32,0.00,7.23
ROCKYCREEK A,7.39,6.02,25.00,6.69
CATES B,14.61,11.44,0.00,12.89
CATES C,7.10,8.05,0.00,7.62
HOG MOUNTAIN D,6.59,6.48,10.00,6.55
BERKSHIRE D,11.08,12.61,0.00,11.83
BERKSHIRE E,15.15,13.94,0.00,14.46
BERKSHIRE F,4.20,5.37,0.00,4.82
CATES D,9.01,8.53,16.67,8.78
CATES E,9.50,8.37,20.00,8.93
PINCKNEYVILLE E,2.70,1.98,0.00,2.27
PINCKNEYVILLE F,3.07,3.18,0.00,3.12
DUNCANS D,4.68,3.93,0.00,4.28
PINCKNEYVILLE H,8.31,6.51,14.29,7.37
BAYCREEK B,6.41,5.98,0.00,6.15
LAWRENCEVILLE C,8.60,8.18,0.00,8.36
MARTINS D,2.62,3.93,33.33,3.42
ROCKBRIDGE B,5.16,5.38,0.00,5.27
GARNERS B,7.30,8.33,0.00,7.83
CATES F,10.90,10.43,14.29,10.66
CATES G,8.88,7.06,11.11,7.95
DULUTH B,6.11,6.06,0.00,6.06
GARNERS C,6.74,6.64,0.00,6.67
PINCKNEYVILLE I,3.25,3.01,0.00,3.11
PINCKNEYVILLE J,5.67,6.01,0.00,5.83
BERKSHIRE G,12.88,11.62,0.00,12.20
CATES H,6.52,6.32,0.00,6.38
SUGAR HILL C,3.82,3.59,14.29,3.72
SUGAR HILL D,5.43,6.30,0.00,5.87
DULUTH C,9.74,7.40,0.00,8.41
DULUTH D,5.14,4.84,7.14,4.99
PINCKNEYVILLE K,6.12,7.75,20.00,7.06
PINCKNEYVILLE N,1.84,2.62,0.00,2.28
LAWRENCEVILLE D,4.12,3.35,5.56,3.67
LAWRENCEVILLE E,8.94,9.58,0.00,9.25
PINCKNEYVILLE L,26.36,26.74,25.00,26.55
PINCKNEYVILLE M,16.50,18.90,0.00,17.69
GARNERS D,7.70,7.88,14.29,7.81
BERKSHIRE H,9.44,9.48,33.33,9.51
PINCKNEYVILLE O,6.82,6.84,8.33,6.83
PUCKETTS E,4.35,3.69,0.00,3.98
CATES I,6.88,5.74,0.00,6.27
CATES J,8.20,6.88,0.00,7.48
GOODWINS B,8.17,7.31,0.00,7.71
LAWRENCEVILLE F,5.65,6.34,0.00,6.00
MARTINS E,0.66,1.73,5.00,1.31
PINCKNEYVILLE P,13.11,12.06,16.67,12.52
PINCKNEYVILLE Q,4.08,3.71,25.00,3.91
ROCKBRIDGE C,6.95,7.19,0.00,7.05
ROCKBRIDGE D,6.54,7.34,0.00,6.97
GOODWINS C,4.40,4.95,0.00,4.69
BAYCREEK K,8.05,8.48,14.29,8.30
CATES K,8.25,6.30,0.00,7.21
BAYCREEK C,8.84,7.66,6.25,8.21
CATES L,6.90,7.09,0.00,7.00
DULUTH E,3.73,3.78,0.00,3.74
GOODWINS D,5.36,5.27,0.00,5.31
LAWRENCEVILLE G,4.58,4.11,5.56,4.34
LAWRENCEVILLE H,6.84,6.28,0.00,6.53
MARTINS F,3.01,3.56,0.00,3.31
PINCKNEYVILLE S,5.65,5.21,0.00,5.41
ROCKBRIDGE E,5.37,5.46,8.33,5.43
SUGAR HILL E,5.05,4.79,0.00,4.90
LAWRENCEVILLE I,4.16,3.88,0.00,3.99
BAYCREEK D,11.37,10.23,0.00,10.72
BERKSHIRE J,15.90,16.33,33.33,16.15
CATES M,6.12,5.50,0.00,5.79
CATES N,10.96,9.67,0.00,10.24
DULUTH F,2.13,1.75,14.29,1.95
DULUTH G,9.84,9.29,0.00,9.53
GOODWINS E,4.06,3.59,0.00,3.80
GOODWINS F,4.72,4.08,0.00,4.37
PINCKNEYVILLE T,3.94,5.48,0.00,4.74
SUWANEE B,5.55,4.52,0.00,5.01
PINCKNEYVILLE U,10.47,9.62,0.00,9.98
PUCKETTS B,7.14,5.98,25.00,6.57
BERKSHIRE L,4.58,4.55,0.00,4.54
ROCKBRIDGE F,5.49,6.33,15.38,6.00
SUGAR HILL F,5.99,4.55,0.00,5.22
SUWANEE C,5.37,4.72,0.00,5.01
CATES O,10.20,10.74,0.00,10.46
BAYCREEK E,5.02,5.55,0.00,5.31
BERKSHIRE M,14.95,13.87,0.00,14.38
MARTINS G,4.50,4.69,14.29,4.64
DULUTH H,5.53,6.08,0.00,5.84
BERKSHIRE N,17.84,15.18,0.00,16.42
PINCKNEYVILLE V,9.30,11.55,33.33,10.51
