PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
101,21.64,18.36,0.00,19.80
102,11.11,12.57,0.00,11.86
103,17.42,23.75,0.00,21.18
104,19.13,23.53,0.00,21.82
105,23.19,28.49,0.00,26.23
106,9.070,9.700,0.00,9.440
107,32.67,30.17,0.00,31.25
108,19.21,25.32,0.00,22.72
109,14.43,17.78,0.00,16.17
111,10.56,13.21,0.00,12.04
112,11.58,12.57,0.00,12.03
114,15.26,18.86,0.00,17.31
115,13.07,9.760,0.00,10.99
201,18.64,22.53,0.00,20.99
202,13.26,13.17,14.29,13.21
203,17.92,24.87,0.00,21.59
204,20.67,17.97,0.00,19.22
207,19.24,21.68,0.00,20.65
208,14.14,17.35,0.00,16.00
209,13.28,16.81,0.00,15.22
210,17.21,20.44,0.00,19.17
301,39.10,34.53,0.00,36.62
302,10.38,9.940,0.00,10.10
303,39.97,39.63,100.0,39.82
304,29.12,25.47,0.00,27.16
305,47.75,48.02,0.00,47.88
306,14.41,16.53,0.00,15.66
307,32.04,29.91,0.00,30.89
308,11.74,13.55,0.00,12.70
309,20.58,23.74,12.50,22.33
310,20.05,22.28,25.00,21.27
401,24.70,23.19,0.00,23.79
402,10.82,14.69,0.00,13.22
404,16.80,19.05,20.00,18.13
405,21.62,24.98,14.29,23.45
406,22.96,22.54,33.33,22.75
501,17.77,21.31,25.00,19.86
502,17.87,21.88,0.00,20.18
503,20.01,24.83,0.00,22.87
504,12.11,14.64,0.00,13.56
506,13.10,10.04,0.00,11.11
507,10.61,14.10,0.00,12.56
509,19.39,23.54,50.00,21.76
601,12.30,13.89,0.00,13.17
603,20.70,21.87,25.00,21.38
604,15.60,16.22,0.00,15.94
605,19.26,22.42,0.00,20.99
606,14.05,16.42,0.00,15.38
607,20.80,24.46,0.00,22.89
608,17.02,18.69,0.00,17.90
701,33.58,33.14,60.00,33.39
702,18.78,17.80,0.00,18.24
703,14.68,14.55,0.00,14.59
705,29.73,28.41,50.00,29.01
706,23.66,24.84,0.00,24.31
707,10.45,11.88,0.00,11.22
708,21.43,22.50,0.00,21.97
709,27.35,24.73,0.00,25.90
801,13.42,17.90,0.00,15.58
801B,13.39,15.51,0.00,14.40
802,17.99,17.41,0.00,17.68
803,0.00,0.00,0.00,0.00
804,12.47,17.48,0.00,15.04
804H,21.95,21.61,50.00,21.79
805,19.41,21.22,0.00,20.39
806,19.44,17.94,0.00,18.64
807,16.50,16.60,0.00,16.54
808,21.22,18.99,50.00,20.05
809,18.02,24.00,0.00,21.22
810,28.57,25.84,0.00,27.14
99999,0.00,0.00,0.00,0.00
TOTAL,18.97,20.35,10.00,19.74
