PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BREMEN,3.23,5.43,9.38,0.00,0.00,22.67,9.28,20.45
BUCHANAN,0.00,10.42,0.00,0.00,0.00,30.30,16.13,28.67
BUNCOMBE,0.00,0.00,50.00,0.00,50.00,25.32,12.20,24.26
CORINTH,0.00,26.92,0.00,0.00,20.00,24.14,6.56,23.07
TWENTIETH,0.00,0.00,0.00,0.00,0.00,18.39,15.79,18.20
FELTON,0.00,0.00,0.00,0.00,0.00,26.15,16.67,25.84
LITTLE CREEK,0.00,0.00,0.00,0.00,0.00,37.69,11.11,36.89
MT VIEW,0.00,0.00,0.00,0.00,0.00,29.73,25.00,29.48
SEVENTH,33.33,3.12,0.00,0.00,0.00,19.96,5.41,18.06
BEREA-STEADMAN,0.00,50.00,0.00,0.00,0.00,36.63,22.22,35.74
TALLAPOOSA,0.00,10.68,0.00,100.0,20.00,27.54,7.61,25.99
WACO,0.00,5.00,0.00,0.00,0.00,21.51,10.00,20.66
TOTAL,2.78,7.31,6.06,10.00,7.84,25.33,10.00,23.68
