PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLCK,0.00,6.670,5.560,0.00,0.00,13.58,7.100,12.71
BOYN,11.43,12.99,0.00,0.00,2.780,15.12,6.450,14.05
CAKT,0.00,18.75,3.570,0.00,8.330,18.29,7.690,17.07
CHAM,0.00,0.00,8.330,0.00,8.330,22.45,9.380,21.00
FT O,0.00,1.460,0.00,0.00,8.330,14.13,2.540,12.27
GRAY,0.00,1.540,4.760,0.00,4.000,13.31,5.470,12.05
LAKE,0.00,1.190,9.090,0.00,0.00,10.94,3.080,9.690
POPS,25.00,5.880,0.00,0.00,0.00,15.87,6.100,14.71
RING,20.00,9.240,1.820,0.00,9.680,16.27,5.810,14.94
WEST,2.940,2.190,1.960,0.00,0.00,11.75,6.590,10.69
WOOD,0.00,11.86,0.00,0.00,0.00,16.57,5.310,15.30
TOTAL,5.330,5.700,2.700,0.00,4.110,14.97,5.730,13.67
