PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1B,20.00,24.32,23.08,0.00,16.67,49.91,14.29,47.12
1C,0.00,10.00,9.090,0.00,0.00,56.34,21.05,53.55
2,0.00,24.33,16.67,0.00,0.00,42.49,8.890,29.28
3A,0.00,100.0,0.00,0.00,0.00,50.18,0.00,49.48
3A1,0.00,28.57,0.00,0.00,0.00,55.76,36.36,54.26
3B,0.00,26.06,0.00,0.00,0.00,53.85,20.00,39.02
3C,0.00,19.27,8.330,0.00,20.00,51.93,15.38,45.01
4A,0.00,0.00,0.00,0.00,0.00,46.43,5.880,42.55
4B,0.00,25.00,0.00,0.00,0.00,61.40,22.22,59.90
4C,0.00,0.00,0.00,0.00,33.33,57.40,25.00,55.85
4D,0.00,25.49,36.84,0.00,0.00,52.88,36.00,50.10
5A,50.00,13.48,4.000,0.00,20.00,44.61,16.13,39.98
5B,50.00,28.57,0.00,0.00,66.67,44.47,23.08,41.24
5C,50.00,20.00,50.00,0.00,0.00,56.20,25.00,54.92
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,9.300,23.57,15.13,0.00,11.76,50.96,18.37,43.99
