PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
SCOTTSBORO,0.00,12.00,5.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,3.00,3.00,0.00,339.0,307.0,0.00,162.0,116.0,954.0
NORTH BALDWIN,0.00,37.00,57.00,0.00,6.00,7.00,0.00,1.00,0.00,0.00,22.00,7.00,0.00,28.00,24.00,0.00,1341.0,1111.0,0.00,287.0,209.0,3137.0
WEST BALDWIN,0.00,14.00,24.00,0.00,3.00,2.00,0.00,2.00,0.00,0.00,4.00,1.00,0.00,4.00,1.00,0.00,473.0,435.0,0.00,383.0,304.0,1650.0
EAST HARDWICK,0.00,13.00,13.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,2.00,2.00,0.00,124.0,103.0,2.00,516.0,366.0,1153.0
WEST HARDWICK,0.00,34.00,33.00,0.00,5.00,4.00,0.00,3.00,0.00,0.00,3.00,6.00,0.00,1.00,2.00,0.00,423.0,310.0,0.00,1133.0,763.0,2720.0
COOPERS,0.00,15.00,18.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,3.00,1.00,0.00,554.0,479.0,0.00,167.0,149.0,1395.0
SOUTH MILLEDGEVILLE,0.00,15.00,10.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00,6.00,3.00,0.00,4.00,5.00,1.00,214.0,169.0,0.00,467.0,267.0,1166.0
CITY HALL ANNEX,0.00,11.00,20.00,0.00,2.00,3.00,0.00,0.00,1.00,0.00,3.00,1.00,0.00,8.00,7.00,1.00,220.0,240.0,0.00,251.0,204.0,972.0
BODDIE,0.00,22.00,17.00,0.00,10.00,4.00,0.00,0.00,1.00,0.00,3.00,1.00,0.00,1.00,1.00,0.00,187.0,170.0,0.00,579.0,286.0,1282.0
COURTHOUSE,0.00,11.00,6.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,8.00,3.00,0.00,3.00,1.00,0.00,241.0,161.0,0.00,74.00,31.00,541.0
FIRE DEPT,0.00,26.00,24.00,0.00,8.00,3.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,12.00,13.00,0.00,290.0,265.0,0.00,518.0,335.0,1507.0
NORTH MILLEDGEVILLE,0.00,24.00,26.00,0.00,5.00,2.00,0.00,0.00,2.00,0.00,8.00,8.00,0.00,17.00,10.00,1.00,730.0,594.0,0.00,347.0,194.0,1968.0
MERIWEATHER,0.00,45.00,37.00,0.00,8.00,10.00,0.00,1.00,0.00,0.00,12.00,12.00,0.00,9.00,7.00,0.00,870.0,806.0,0.00,327.0,282.0,2426.0
EAST BALDWIN,0.00,36.00,50.00,0.00,8.00,5.00,0.00,2.00,1.00,0.00,7.00,6.00,0.00,3.00,3.00,0.00,1072.0,946.0,0.00,681.0,520.0,3340.0
TOTAL,0.00,315.0,340.0,0.00,66.00,51.00,0.00,10.00,6.00,0.00,89.00,59.00,0.00,98.00,80.00,3.00,7078.0,6096.0,2.00,5892.0,4026.0,24211.0
