PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,2.500,5.830,2.200,0.00,0.00,26.24,14.95,19.78
02,0.00,17.14,10.34,0.00,50.00,30.08,10.20,28.37
03,0.00,8.330,0.00,0.00,0.00,24.91,6.380,22.76
04,0.00,12.90,0.00,0.00,33.33,35.65,15.00,33.20
05,0.00,21.05,0.00,0.00,0.00,35.89,9.520,34.20
06,0.00,8.790,0.00,0.00,0.00,28.88,0.00,25.40
07,50.00,10.68,2.820,0.00,0.00,27.25,0.00,21.43
08,50.00,11.21,5.260,0.00,14.29,30.41,7.410,25.34
09,6.000,10.66,3.570,0.00,17.39,27.22,10.71,23.04
10,11.76,9.240,8.330,0.00,15.38,24.12,3.660,12.52
11,0.00,10.77,0.00,0.00,0.00,15.61,3.480,11.00
12,10.81,8.500,6.330,0.00,4.350,23.76,10.64,19.49
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,6.980,9.720,3.540,0.00,9.230,27.76,8.140,21.29
