AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.46,3.77,0.80,4.55,2.39,3.84,2.52,3.51
25-29,1.19,3.68,0.95,0.00,1.87,3.02,2.20,3.18
30-34,1.09,5.77,1.71,9.09,2.93,4.23,2.92,4.71
35-39,2.47,6.71,2.59,0.00,3.64,5.29,4.35,5.76
40-44,2.67,10.11,1.24,20.00,0.76,7.02,5.76,8.12
45-49,2.03,13.76,2.00,0.00,4.44,9.18,6.17,10.81
50-54,4.35,18.51,5.04,0.00,5.21,13.61,6.93,15.19
55-59,3.40,23.93,4.76,0.00,7.07,17.30,8.03,19.54
60-64,7.94,31.65,10.06,0.00,5.88,23.31,11.54,26.14
65-OVER,10.85,37.65,11.67,14.29,8.33,30.18,18.82,32.02
TOTAL,4.01,15.54,3.38,4.71,3.53,14.40,5.76,13.88
