AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.20,2.37,0.00,0.00,2.40,5.14,2.18,4.07
25-29,0.00,1.98,1.09,0.00,2.44,3.74,2.22,3.13
30-34,1.27,4.47,0.58,50.00,5.45,6.28,5.25,5.68
35-39,4.11,5.50,0.00,0.00,3.08,8.91,5.68,7.71
40-44,0.93,6.44,1.03,0.00,8.22,10.65,6.18,9.20
45-49,2.15,7.11,1.32,0.00,9.26,11.99,7.02,10.50
50-54,7.41,9.81,4.07,0.00,2.00,13.18,7.29,11.92
55-59,3.28,10.47,2.01,0.00,11.86,16.51,8.42,14.57
60-64,0.00,14.60,6.06,0.00,7.69,21.69,12.33,19.55
65-OVER,5.97,20.58,4.09,0.00,17.78,31.16,16.70,28.61
TOTAL,2.71,8.66,1.71,4.55,6.18,15.04,7.05,12.92
