PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,100.0,0.00,33.33
99999,0.00,0.00,0.00,0.00
ALLGOOD ELEM,17.14,22.84,0.00,20.24
ASHFORD PARK ELEM,10.57,8.56,0.00,9.57
AUSTIN,22.82,20.11,0.00,21.42
AVONDALE,23.94,25.86,0.00,25.02
AUSTIN DRIVE,8.85,14.75,0.00,12.14
ASHFORD DUNWOODY RD,19.92,17.90,0.00,18.85
ASHFORD PARKSIDE,11.77,9.49,0.00,10.51
AVONDALE HIGH,12.44,15.00,0.00,13.92
BOULEVARD,10.40,13.93,0.00,12.33
BRIAR VISTA ELEM,9.88,7.83,0.00,8.89
BRIARLAKE ELEM,17.83,17.97,0.00,17.90
BRIARWOOD,7.04,7.00,0.00,7.02
BROCKETT ELEM,12.27,16.30,0.00,14.48
BRIARCLIFF,12.11,12.54,0.00,12.34
BROCKETT,15.92,14.32,0.00,15.03
BROOKHAVEN,9.52,8.82,0.00,9.16
BROWNS MILL ELEM,18.46,25.24,0.00,22.19
BOULDERCREST ROAD,13.30,17.57,0.00,15.63
BETHUNE MIDDLE,11.79,15.42,0.00,13.84
BURGESS ELEM,9.71,14.08,0.00,11.86
COLUMBIA DRIVE,12.83,18.85,0.00,16.24
CANBY LANE ELEM,12.72,20.85,0.00,17.29
COLUMBIA ELEM,7.45,12.66,0.00,10.39
CEDAR GROVE ELEM,12.52,18.57,0.00,16.01
CHAMBLEE,7.85,5.91,0.00,6.95
CANDLER-MURPHEY,16.67,18.82,0.00,17.94
CHAPEL HILL ELEM,17.51,23.63,0.00,21.07
CHESNUT ELEM,8.33,9.10,0.00,8.77
CLAIREMONT WEST,19.38,19.86,0.00,19.66
CLAIRMONT ROAD,9.42,11.42,0.00,10.59
CLARKSTON,4.78,6.48,0.00,5.73
CLIFTON,13.26,21.69,0.00,17.97
COLUMBIA MIDDLE,9.40,11.70,0.00,10.77
CROSS KEYS HIGH,7.16,5.90,0.00,6.51
CROSSROADS,15.59,20.86,0.00,18.50
CANDLER,6.59,11.34,0.00,9.29
CEDAR GROVE MIDDLE,9.39,13.56,0.00,11.79
CEDAR GROVE SOUTH,14.06,17.17,0.00,15.81
COVINGTON HWY,2.75,2.91,0.00,2.83
COVINGTON,5.34,5.56,0.00,5.45
CLAIREMONT EAST,21.25,19.87,0.00,20.49
CORALWOOD,19.69,21.06,0.00,20.43
CHAMBLEE 2,11.90,10.81,0.00,11.32
