PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
DORAVILLE NORTH,6.98,6.94,0.00,6.96
DORAVILLE SOUTH,11.90,10.83,0.00,11.36
DRESDEN ELEM,7.16,7.76,0.00,7.45
DUNAIRE ELEM,13.38,18.11,0.00,15.95
DUNWOODY,7.66,6.66,0.00,7.13
DUNWOODY HIGH,20.26,22.66,0.00,21.52
DRUID HILLS HIGH,11.88,11.67,0.00,11.77
DUNWOODY LIBRARY,19.90,17.52,0.00,18.65
EAST LAKE,9.74,13.76,0.00,11.97
EMBRY HILLS,16.13,16.72,0.00,16.43
EPWORTH,15.01,18.87,0.00,17.05
EVANSDALE ELEM,13.09,12.57,0.00,12.80
EMORY SOUTH,8.58,9.30,0.00,8.97
EMORY ROAD,7.21,5.93,0.00,6.43
FAIRINGTON ELEM,7.51,10.82,0.00,9.54
FERNBANK ELEM,24.77,26.01,0.00,25.40
FLAT SHOALS ELEM,10.61,16.51,0.00,13.99
FLAT SHOALS PARKWAY,19.18,23.54,0.00,21.70
FLAT ROCK ELEM,15.63,23.05,0.00,20.17
FLAT SHOALS,12.50,18.60,0.00,15.87
FLAKES MILL FIRE,13.39,20.45,0.00,17.47
FLAT SHOALS LIBRARY,6.80,13.58,0.00,10.91
FREEDOM MIDDLE,11.37,14.81,0.00,13.29
GLENNWOOD,15.43,14.08,0.00,14.59
GLENHAVEN,11.81,17.58,0.00,14.97
GRESHAM ROAD,10.15,13.31,0.00,11.92
GEORGETOWN SQ,7.10,6.21,0.00,6.61
GLENWOOD ROAD,8.74,14.60,0.00,12.25
HAMBRICK ELEM,10.04,14.48,0.00,12.55
HAWTHORNE ELEM,11.44,11.23,0.00,11.33
HENDERSON MILL ELEM,18.64,17.83,0.00,18.20
HUNTLEY HILLS ELEM,8.62,7.72,0.00,8.12
HUGH HOWELL,22.67,23.88,0.00,23.29
NARVIE J HARRIS ELEM,11.35,17.96,0.00,15.14
HARRIS-MARGARET,7.72,7.91,0.00,7.82
IDLEWOOD ELEM,9.81,14.18,0.00,12.26
INDIAN CREEK ELEM,7.30,9.41,0.00,8.36
JOHNSON ESTATES,14.69,15.86,0.00,15.27
JOLLY ELEM,11.58,12.30,0.00,11.96
KELLEY LAKE ELEM,11.88,17.96,0.00,15.34
KINGSLEY ELEM,23.08,19.58,0.00,21.18
KELLEY CHAPEL ROAD,23.32,30.47,0.00,27.21
KING-ML KING JR HIGH,20.12,21.96,0.00,21.15
KNOLLWOOD,9.08,14.58,0.00,12.23
KITTREDGE ELEM,16.25,17.14,0.00,16.72
LAKESIDE HIGH,18.18,21.68,0.00,19.97
LAVISTA ROAD,14.74,15.94,0.00,15.39
LAVISTA,8.20,6.98,0.00,7.60
LITHONIA,9.88,13.08,0.00,11.84
LIN-MARY LIN ELEM,11.23,11.16,0.00,11.19
LITHONIA HIGH,6.49,11.40,0.00,9.37
LIVSEY ELEM,20.43,20.91,0.00,20.68
MILLER-ELDRIDGE L,12.06,17.31,0.00,15.02
MCNAIR HIGH,7.75,12.77,0.00,10.41
MARBUT ELEM,8.04,13.27,0.00,11.22
MCNAIR,8.99,14.84,0.00,12.19
MCLENDON,8.79,12.56,0.00,10.87
MCWILLIAMS,18.48,22.84,0.00,21.03
MEDLOCK,15.69,17.81,0.00,16.89
MIDVALE ELEM,25.05,22.89,0.00,23.91
MILLER GROVE,6.30,10.17,0.00,8.62
MONTCLAIR ELEM,4.39,3.85,0.00,4.12
MONTREAL,12.20,15.21,0.00,13.87
MEADOWVIEW,10.93,16.95,0.00,14.20
MEMORIAL SOUTH,6.90,9.62,0.00,8.40
MIDWAY,5.62,9.33,0.00,7.69
MCNAIR ACADEMY,12.70,22.67,0.00,18.30
MOUNT VERNON EAST,17.58,16.27,0.00,16.89
MATHIS-BOB MATHIS,22.02,30.55,0.00,26.82
MOUNT VERNON WEST,15.93,15.06,0.00,15.47
METROPOLITAN,8.92,11.40,0.00,10.20
MONTGOMERY ELEM,19.04,16.80,0.00,17.85
MILLER GROVE ROAD,22.25,29.72,0.00,26.33
MIDVALE ROAD,14.63,14.15,0.00,14.35
MILLER GROVE HIGH,6.85,10.20,0.00,8.97
NORTH DECATUR,6.10,8.48,0.00,7.45
NORTH HAIRSTON,10.17,15.88,0.00,13.35
NORTHLAKE,20.58,20.30,0.00,20.43
NORTH PEACHTREE,9.81,8.77,0.00,9.27
OAK GROVE ELEM,17.93,20.32,0.00,19.15
OAKCLIFF ELEM,5.90,5.91,0.00,5.90
OAKHURST,15.03,18.01,0.00,16.67
OAK VIEW ELEM,9.97,15.83,0.00,13.38
PEACHCREST,8.00,12.52,0.00,10.63
PEACHTREE MIDDLE,6.08,8.24,0.00,7.39
PRINCETON ELEM,11.66,14.82,0.00,13.44
PINE LAKE,23.44,24.31,0.00,24.01
PLEASANTDALE ROAD,3.74,4.52,0.00,4.16
PONCE DE LEON,15.33,16.16,0.00,15.81
PANOLA,17.38,20.84,0.00,19.24
PANOLA WAY ELEM,7.16,9.93,0.00,8.80
PINEY GROVE,6.52,8.59,0.00,7.71
PANOLA ROAD,12.10,16.16,0.00,14.68
RAINBOW ELEM,17.22,22.91,0.00,20.55
REDAN ELEM,11.79,17.25,0.00,14.84
REHOBOTH,17.52,16.21,0.00,16.80
ROCKBRIDGE,6.26,9.63,0.00,8.18
ROCK CHAPEL ELEM,9.67,14.13,0.00,12.27
ROWLAND ELEM,7.84,13.24,0.00,10.97
REDAN-TROTTI LIBRARY,9.77,16.73,0.00,13.81
ROCKBRIDGE ROAD,17.62,21.32,0.00,19.70
ROWLAND ROAD,12.12,21.11,0.00,16.93
REDAN ROAD,9.98,17.51,0.00,14.38
ROCK CHAPEL ROAD,11.99,14.97,0.00,13.66
REDAN MIDDLE,12.55,18.10,0.00,15.74
RENFROE MIDDLE,15.80,18.63,0.00,17.42
SAGAMORE HILLS ELEM,25.09,24.29,0.00,24.66
SCOTT,14.58,16.90,0.00,15.85
SHAW-ROBERT SHAW,9.38,12.62,0.00,11.22
STONE MOUNTAIN ELEM,13.26,17.80,0.00,15.86
SILVER LAKE,10.75,9.01,0.00,9.81
SKYLAND,8.40,9.96,0.00,9.14
SNAPFINGER ELEM,17.35,32.13,0.00,25.62
SMOKE RISE,21.15,21.46,0.00,21.31
STN MTN MIDDLE,2.98,4.35,0.00,3.80
STONE MILL ELEM,3.08,4.20,0.00,3.74
SHADOW ROCK ELEM,19.62,22.41,0.00,21.23
STONEVIEW ELEM,4.75,9.49,0.00,7.67
SALEM MIDDLE,21.75,26.15,0.00,24.25
SHAMROCK,24.20,25.00,0.00,24.64
SOUTH DESHON,10.37,15.14,0.00,13.24
STONE MTN CHAMPION,6.79,12.08,0.00,9.84
STONE MTN LIBRARY,8.33,11.39,0.00,10.05
SNAPFINGER ROAD N,10.35,16.58,0.00,13.90
SNAPFINGER ROAD S,19.58,26.29,0.00,23.30
STEPHENSON MIDDLE,13.17,17.29,0.00,15.49
SOUTH HAIRSTON,12.82,15.52,0.00,14.38
STEPHENSON HIGH,12.82,16.53,0.00,14.88
TERRY MILL,9.54,13.81,0.00,11.88
TONEY ELEM,12.37,19.47,0.00,16.33
TUCKER,16.01,17.99,0.00,17.05
TILLY MILL ROAD,20.69,16.22,0.00,18.27
TUCKER LIBRARY,13.17,13.07,0.00,13.11
VALLEY BROOK,17.14,17.33,0.00,17.25
WADSWORTH,9.70,17.01,0.00,13.87
WESLEY CHAPEL,23.05,28.13,0.00,25.93
WHITEFOORD ELEM,5.85,7.90,0.00,6.94
WOODROW ROAD,10.14,13.07,0.00,11.95
WINNONA PARK ELEM,19.04,22.78,0.00,21.10
WOODRIDGE ELEM,10.79,17.22,0.00,14.55
WARREN TECH,11.88,12.13,0.00,12.01
WOODWARD,8.39,6.27,0.00,7.30
WHITE OAK,9.62,10.66,0.00,10.20
WINTERS CHAPEL,19.47,18.98,0.00,19.21
WYNBROOKE ELEM,17.78,21.26,0.00,19.72
YOUNG ROAD,18.97,25.80,0.00,22.86
TOTAL,12.43,15.13,0.00,13.93
