PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
101,0.00,9.420,0.00,0.00,20.00,24.71,12.50,19.80
102,0.00,13.37,6.670,0.00,22.22,11.36,7.140,11.86
103,0.00,22.16,0.00,0.00,25.00,19.23,11.21,21.18
104,0.00,23.12,12.50,0.00,33.33,23.94,8.000,21.82
105,0.00,27.63,0.00,0.00,16.67,11.11,15.38,26.23
106,0.00,9.200,0.00,0.00,14.29,11.08,5.660,9.440
107,8.330,27.04,8.330,0.00,6.250,36.63,17.48,31.25
108,0.00,26.40,0.00,0.00,0.00,17.53,10.34,22.72
109,0.00,19.36,0.00,0.00,25.00,14.21,6.120,16.17
111,20.00,13.08,5.260,0.00,0.00,13.10,3.450,12.04
112,12.50,12.53,0.00,0.00,11.76,13.14,6.720,12.03
114,0.00,19.72,0.00,0.00,0.00,13.89,8.080,17.31
115,0.00,12.97,0.00,0.00,0.00,11.11,6.000,10.99
201,0.00,22.88,0.00,0.00,0.00,16.88,7.940,20.99
202,0.00,14.10,0.00,0.00,0.00,15.50,4.750,13.21
203,0.00,22.85,100.0,0.00,0.00,15.38,6.410,21.59
204,7.690,19.57,4.550,0.00,21.05,21.16,9.390,19.22
207,0.00,21.79,0.00,0.00,0.00,0.00,10.92,20.65
208,0.00,17.49,11.11,0.00,9.090,16.37,7.460,16.00
209,0.00,19.18,0.00,0.00,0.00,9.230,4.550,15.22
210,14.29,22.29,7.410,0.00,4.170,14.33,8.230,19.17
301,14.29,24.62,19.23,0.00,22.73,41.60,18.09,36.62
302,0.00,6.200,0.00,50.00,6.670,27.49,2.940,10.10
303,0.00,22.54,0.00,0.00,20.00,43.31,21.67,39.82
304,0.00,28.00,0.00,0.00,0.00,29.48,10.34,27.16
305,0.00,50.00,25.00,0.00,25.00,49.48,32.26,47.88
306,0.00,21.68,3.390,33.33,13.46,14.06,6.480,15.66
307,6.670,19.76,0.00,0.00,10.53,35.67,17.04,30.89
308,0.00,17.28,0.00,0.00,0.00,14.19,3.060,12.70
309,2.780,27.76,1.820,0.00,13.64,12.84,12.78,22.33
310,7.890,29.96,7.250,0.00,8.110,11.88,12.22,21.27
401,9.090,26.38,3.120,0.00,3.330,14.02,14.29,23.79
402,7.690,17.80,0.00,0.00,2.130,4.510,3.430,13.22
404,10.53,20.44,3.120,0.00,3.450,15.05,10.87,18.13
405,10.87,26.34,4.350,50.00,8.200,17.03,12.06,23.45
406,8.820,25.84,2.170,0.00,14.00,14.22,10.64,22.75
501,3.850,22.36,0.00,0.00,5.260,16.76,7.560,19.86
502,11.11,22.79,0.00,0.00,2.380,11.73,10.16,20.18
503,4.170,27.16,4.260,0.00,5.260,15.62,10.51,22.87
504,0.00,14.46,5.560,0.00,7.690,15.00,7.340,13.56
506,0.00,11.11,0.00,0.00,0.00,15.97,0.00,11.11
507,0.00,16.77,0.00,0.00,4.760,10.85,4.500,12.56
509,0.00,25.29,2.630,0.00,5.880,15.88,8.000,21.76
601,7.890,17.04,7.690,0.00,11.11,9.330,5.070,13.17
603,0.00,17.20,0.00,0.00,16.67,27.97,6.670,21.38
604,0.00,21.84,0.00,0.00,6.670,11.55,7.730,15.94
605,0.00,22.96,0.00,0.00,12.50,22.56,5.690,20.99
606,11.11,17.13,0.00,0.00,0.00,16.46,5.850,15.38
607,0.00,25.62,4.760,0.00,20.00,12.75,9.890,22.89
608,0.00,24.25,18.18,0.00,11.11,17.32,9.350,17.90
701,25.00,23.60,11.11,0.00,0.00,38.57,20.91,33.39
702,12.00,14.33,7.690,0.00,10.00,20.97,8.260,18.24
703,2.080,15.31,1.140,0.00,5.080,17.67,5.350,14.59
705,0.00,19.69,3.030,0.00,3.850,36.31,15.02,29.01
706,6.000,21.61,8.510,0.00,11.11,27.67,10.86,24.31
707,6.250,12.05,6.250,0.00,6.900,12.35,6.510,11.22
708,33.33,27.78,0.00,0.00,0.00,23.18,11.11,21.97
709,0.00,37.12,0.00,0.00,33.33,24.73,12.70,25.90
801,0.00,28.75,0.00,0.00,0.00,14.64,3.920,15.58
801B,100.0,13.85,5.880,50.00,0.00,14.41,16.67,14.40
802,6.670,24.12,4.350,37.50,4.000,17.32,7.310,17.68
803,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
804,8.330,19.83,4.350,0.00,5.410,12.30,7.450,15.04
804H,28.57,27.67,0.00,0.00,10.00,19.85,14.48,21.79
805,33.33,24.07,0.00,0.00,8.330,20.30,5.880,20.39
806,10.00,25.77,0.00,0.00,8.330,18.44,6.190,18.64
807,0.00,21.33,0.00,0.00,4.170,13.13,5.930,16.54
808,14.29,25.43,3.230,0.00,15.62,19.77,10.89,20.05
809,0.00,24.34,15.79,0.00,0.00,3.770,7.810,21.22
810,0.00,38.37,0.00,0.00,33.33,25.81,7.690,27.14
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,5.910,21.36,3.760,9.210,8.520,21.69,8.990,19.74
