PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ARLINGTON,0.00,15.08,0.00,0.00,0.00,38.37,20.00,25.66
BLAKELY,8.33,26.53,28.57,0.00,37.50,38.01,21.43,30.25
COLOMOKEE,0.00,40.68,0.00,0.00,0.00,26.95,0.00,29.74
CEDAR SPRINGS,0.00,24.53,0.00,0.00,0.00,17.57,0.00,18.57
CUBA,0.00,22.99,0.00,0.00,0.00,36.77,18.18,32.41
DAMASCUS,0.00,28.09,0.00,0.00,0.00,23.83,25.00,26.57
FREEMAN,0.00,32.56,0.00,0.00,0.00,39.47,10.00,36.89
HILTON,0.00,3.66,0.00,0.00,0.00,24.51,20.00,19.13
JAKIN,0.00,25.19,50.00,0.00,0.00,8.31,0.00,12.57
LUCILE,0.00,21.15,0.00,0.00,0.00,25.45,16.67,23.36
URQUHART,0.00,28.30,0.00,0.00,0.00,35.36,50.00,33.76
TOTAL,5.88,25.29,20.83,0.00,17.65,30.16,16.98,27.48
