PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,21.88,22.69,0.00,22.30
02,31.27,32.11,0.00,31.69
03,22.39,23.44,0.00,22.94
04,16.29,18.67,0.00,17.68
05,20.03,21.16,0.00,20.64
06,20.23,20.24,0.00,20.21
07,23.41,25.10,0.00,24.28
08,22.49,22.48,0.00,22.47
09,22.78,20.35,0.00,21.48
10,21.16,20.96,0.00,21.03
11,16.07,17.25,33.33,16.72
12,22.72,22.40,0.00,22.52
13,22.70,23.47,0.00,23.09
14,19.67,19.85,20.00,19.76
15,30.92,30.56,0.00,30.74
16,16.98,19.07,0.00,18.07
17,19.88,17.77,0.00,18.77
18,11.56,11.96,0.00,11.76
19,22.37,20.06,0.00,21.11
20,19.74,22.10,0.00,21.03
21,13.91,13.73,0.00,13.80
22,19.90,19.65,0.00,19.76
23,20.86,23.79,0.00,22.43
24,19.53,21.74,0.00,20.73
25,28.00,27.42,0.00,27.69
26,18.01,16.88,0.00,17.40
27,26.14,26.35,0.00,26.25
28,23.99,24.15,0.00,24.06
29,16.09,16.87,0.00,16.52
30,21.85,20.64,0.00,21.18
31,17.52,18.77,0.00,18.15
32,16.47,18.07,0.00,17.30
33,18.97,18.92,0.00,18.92
34,16.94,15.54,33.33,16.24
35,20.44,21.03,0.00,20.70
36,23.51,22.81,0.00,23.14
99999,0.00,0.00,0.00,0.00
TOTAL,20.53,20.67,4.880,20.59
