AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.36,2.75,0.00,2.24,5.01,1.33,3.26
25-29,0.00,0.67,0.73,0.00,0.90,4.02,1.64,2.92
30-34,5.41,1.77,1.22,0.00,2.22,6.11,3.56,4.96
35-39,0.00,3.89,4.71,25.00,4.08,9.62,5.63,8.00
40-44,7.69,3.77,1.64,0.00,4.00,11.15,6.72,9.24
45-49,0.00,5.03,5.26,0.00,5.41,13.83,4.87,11.24
50-54,3.57,5.83,3.41,0.00,7.89,17.20,6.94,14.06
55-59,0.00,8.40,0.00,0.00,5.88,19.75,7.40,16.83
60-64,9.52,9.13,6.67,0.00,8.33,25.53,11.18,21.94
65-OVER,10.26,15.57,2.74,0.00,13.04,34.36,17.17,31.04
TOTAL,3.48,5.12,2.82,3.23,4.23,17.11,5.99,13.71
