AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,19.92,0.00,0.00,0.00,24.53,28.57,21.45
25-29,0.00,14.41,0.00,0.00,0.00,32.20,16.67,20.40
30-34,0.00,24.88,0.00,0.00,0.00,34.78,37.50,28.62
35-39,0.00,30.05,0.00,0.00,0.00,50.52,0.00,35.91
40-44,0.00,38.06,0.00,0.00,50.00,52.99,0.00,43.88
45-49,0.00,43.43,0.00,0.00,0.00,50.00,0.00,45.21
50-54,0.00,48.09,0.00,0.00,0.00,62.24,50.00,52.94
55-59,0.00,55.31,0.00,0.00,0.00,64.10,62.50,58.31
60-64,0.00,61.14,0.00,0.00,50.00,67.66,40.00,63.64
65-OVER,0.00,61.11,0.00,0.00,0.00,63.00,41.67,61.68
TOTAL,0.00,42.26,0.00,0.00,25.00,55.03,31.71,47.13
