AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.50,3.45,0.00,33.33,27.27,7.94,24.77
25-29,0.00,0.00,11.76,0.00,0.00,21.66,16.67,20.87
30-34,0.00,0.00,0.00,0.00,0.00,28.86,30.30,28.08
35-39,100.0,50.00,0.00,0.00,0.00,40.19,28.57,39.51
40-44,0.00,50.00,25.00,100.0,0.00,44.89,28.57,43.80
45-49,28.57,28.57,18.18,0.00,0.00,39.53,26.67,38.38
50-54,0.00,100.0,31.25,0.00,0.00,39.81,33.33,39.31
55-59,33.33,60.00,22.22,0.00,33.33,42.11,23.53,41.30
60-64,0.00,0.00,33.33,0.00,33.33,44.42,34.88,43.68
65-OVER,0.00,50.00,25.00,0.00,100.0,54.58,55.47,54.50
TOTAL,10.81,35.85,15.65,33.33,18.75,43.27,32.83,42.34
